segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_am_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_am_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_am_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_am_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_am_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_am_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_am_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_am_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_am_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_am_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_am_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_am_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_am_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_am_demodulated,current_pos_z_psd_peak_baseband,current_pos_z_psd_peak_am_demodulated,current_pos_z_psd_mean_energy_baseband,current_pos_z_psd_mean_energy_am_demodulated,current_pos_z_psd_peak_freq_baseband,current_pos_z_psd_peak_freq_am_demodulated,current_pos_z_rms_baseband,current_pos_z_rms_am_demodulated,current_pos_z_mean_baseband,current_pos_z_mean_am_demodulated,current_pos_z_variance_baseband,current_pos_z_variance_am_demodulated,current_pos_z_fft_peak_baseband,current_pos_z_fft_peak_am_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_am_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_am_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_am_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_am_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_am_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_am_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_am_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_am_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_am_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_am_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_am_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_am_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_am_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_am_demodulated,target_pos_z_psd_peak_baseband,target_pos_z_psd_peak_am_demodulated,target_pos_z_psd_mean_energy_baseband,target_pos_z_psd_mean_energy_am_demodulated,target_pos_z_psd_peak_freq_baseband,target_pos_z_psd_peak_freq_am_demodulated,target_pos_z_rms_baseband,target_pos_z_rms_am_demodulated,target_pos_z_mean_baseband,target_pos_z_mean_am_demodulated,target_pos_z_variance_baseband,target_pos_z_variance_am_demodulated,target_pos_z_fft_peak_baseband,target_pos_z_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
40,2023-02-06T14:28:10.000000000,2023-02-06T14:29:08.000000000,0.307267,0.469235,0.2723,0.41287,0.333333,0.286276,0.950325,0.856944,0.964889,0.866647,0.477024,0.543981,0.964889,0.866647,9e-06,0.231632,8e-06,0.174521,1.0,0.76807,0.642466,0.522409,0.802063,0.709416,5e-05,0.19595,0.802063,0.709416,0.033502,0.22001,0.044522,0.231702,0.666667,0.616196,0.753898,0.721725,0.901445,0.806861,0.036263,0.199991,0.901445,0.806861,0.040424,0.363542,0.04712,0.368325,0.333333,0.444092,0.382869,0.63015,0.328731,0.636408,0.168276,0.453815,0.327578,0.636117,0.004026,0.199555,0.002856,0.188812,0.333333,0.40695,0.107906,0.291152,0.140862,0.311572,0.007921,0.235009,0.132894,0.309862,0.016299,0.234661,0.01539,0.221237,0.333333,0.414023,0.26273,0.405761,0.312352,0.476815,0.046103,0.259957,0.311021,0.476494,0.589658,0.682761,0.617534,0.694284,0.333333,0.356384,0.804887,0.932598,0.648209,0.855768,0.924655,0.925229,0.646669,0.855561,0.01279,0.416108,0.007607,0.40995,0.333333,0.391789,0.284808,0.439733,0.557578,0.696788,0.037209,0.333733,0.536348,0.671246,0.027117,0.230254,0.018268,0.212535,0.333333,0.437952,0.319101,0.471504,0.501683,0.711339,0.053259,0.309729,0.498166,0.71089,0.0164,0.191069,0.015365,0.178457,0.333333,0.44836,0.119656,0.159806,0.058029,0.164542,0.029067,0.143093,0.054074,0.163617,1
41,2023-02-06T14:28:40.000000000,2023-02-06T14:29:38.000000000,0.470624,0.618569,0.523311,0.631208,0.333333,0.341702,0.948616,0.912822,0.963327,0.925948,0.478172,0.552028,0.963327,0.925948,0.0,0.271444,0.0,0.219375,0.0,0.370415,0.64266,0.553521,0.802246,0.743402,0.0,0.218033,0.802246,0.743402,0.01085,0.26793,0.014837,0.281201,0.333333,0.452554,0.754965,0.79208,0.902652,0.863319,0.034676,0.274862,0.902652,0.863319,0.1546,0.439499,0.163531,0.45103,0.333333,0.460677,0.196955,0.581894,0.096277,0.554628,0.126219,0.459255,0.094725,0.554822,0.00065,0.240758,0.000656,0.22619,0.0,0.305711,0.039726,0.259097,0.032316,0.26463,0.002813,0.233833,0.023341,0.262837,0.005715,0.277974,0.007087,0.267702,0.333333,0.389374,0.11446,0.382155,0.063768,0.401953,0.020805,0.309233,0.061956,0.40197,0.266769,0.6008,0.34776,0.635138,0.333333,0.29133,0.364587,0.712533,0.140193,0.593332,0.455719,0.764884,0.136428,0.593435,0.002067,0.450459,0.001747,0.445852,0.0,0.135787,0.112364,0.316135,0.130632,0.434893,0.01316,0.322591,0.088915,0.388615,0.004389,0.264541,0.004212,0.249657,0.0,0.283107,0.126347,0.405633,0.089126,0.493363,0.019051,0.347258,0.082698,0.49489,0.031339,0.2204,0.043705,0.212697,0.333333,0.485421,0.119315,0.196367,0.058861,0.220552,0.028732,0.173307,0.05491,0.220502,1
42,2023-02-06T14:29:10.000000000,2023-02-06T14:30:08.000000000,0.036596,0.495556,0.038869,0.531937,0.333333,0.270492,0.615605,0.63814,0.664167,0.658877,0.575311,0.474155,0.664167,0.658877,0.0,0.156818,0.0,0.086304,1.0,0.208863,0.642762,0.436042,0.802336,0.615389,9e-06,0.14552,0.802336,0.615389,0.000332,0.254663,0.000319,0.228468,1.0,0.381533,0.670796,0.640986,0.828058,0.705274,0.034381,0.242404,0.828058,0.705274,0.000713,0.455762,0.001164,0.466864,0.333333,0.425897,0.188798,0.484609,0.090479,0.439579,0.117413,0.461471,0.088917,0.439341,1e-06,0.082459,0.0,0.078505,1.0,0.358132,0.010081,0.173715,0.016003,0.141358,0.000269,0.147276,0.006877,0.140091,2.8e-05,0.299392,3.1e-05,0.285238,1.0,0.44199,0.118063,0.329115,0.058729,0.296341,0.022836,0.308805,0.056907,0.296371,0.000828,0.429752,0.00099,0.469884,1.0,0.395904,0.309861,0.50223,0.105073,0.406292,0.341978,0.566632,0.101155,0.405713,2e-06,0.276509,2e-06,0.280085,1.0,0.391173,0.03537,0.114073,0.067533,0.199418,0.001357,0.181394,0.02317,0.15909,3e-05,0.246634,2.3e-05,0.233401,1.0,0.387277,0.109784,0.309034,0.066532,0.296333,0.014913,0.277252,0.060312,0.295995,0.00022,0.240599,0.000286,0.226795,0.333333,0.409096,0.161647,0.209599,0.086941,0.177391,0.05027,0.216742,0.083108,0.176873,0
43,2023-02-06T14:29:40.000000000,2023-02-06T14:30:38.000000000,0.853289,0.431075,0.899154,0.414671,0.333333,0.415293,0.611773,0.670804,0.660822,0.694777,0.574852,0.468723,0.660822,0.694777,8.1e-05,0.216075,6.7e-05,0.165174,1.0,0.757601,0.611834,0.451936,0.768971,0.629,0.027824,0.179772,0.768971,0.629,0.030713,0.309034,0.046465,0.330291,0.333333,0.548035,0.737876,0.742544,0.878472,0.768707,0.08852,0.417431,0.878472,0.768707,0.188838,0.35593,0.183434,0.38421,0.333333,0.444303,0.428138,0.639157,0.353056,0.639652,0.253697,0.399651,0.351945,0.640674,0.000467,0.16519,0.000379,0.157416,0.333333,0.626683,0.054649,0.183093,0.066467,0.193404,0.003143,0.149976,0.057809,0.192327,0.02136,0.294867,0.023802,0.290617,0.333333,0.53441,0.284596,0.515481,0.328925,0.562951,0.059203,0.413059,0.327627,0.563753,0.63038,0.41904,0.751611,0.42787,0.333333,0.424918,0.781935,0.699663,0.613321,0.657057,0.954065,0.570664,0.611628,0.658312,0.001554,0.381172,0.001062,0.376726,0.333333,0.553046,0.151242,0.149149,0.271228,0.279421,0.01555,0.223098,0.236257,0.226088,0.028333,0.251252,0.022088,0.236749,0.333333,0.563484,0.326991,0.481049,0.488197,0.616196,0.064491,0.392512,0.484585,0.621573,0.079644,0.157285,0.084072,0.134872,0.333333,0.480186,0.174461,0.312125,0.107341,0.316819,0.054223,0.298538,0.103594,0.31865,0
44,2023-02-06T14:30:10.000000000,2023-02-06T14:31:08.000000000,0.290824,0.357161,0.332222,0.373302,0.666667,0.438194,0.922338,0.793531,0.954643,0.821204,0.337162,0.38971,0.954643,0.821204,0.037666,0.201377,0.050249,0.145018,1.0,0.551381,0.668103,0.481471,0.802923,0.640641,0.11303,0.213466,0.802923,0.640641,0.361356,0.586202,0.390018,0.577586,0.333333,0.342802,0.943675,0.857513,0.976582,0.802258,0.66457,0.733669,0.976582,0.802258,0.13445,0.509715,0.220633,0.565109,0.333333,0.433057,0.668356,0.790311,0.647452,0.788273,0.128406,0.513087,0.646847,0.788201,0.014688,0.11467,0.014398,0.10912,0.666667,0.569891,0.151379,0.249577,0.147925,0.216265,0.026464,0.171188,0.140023,0.215091,0.284283,0.600235,0.302176,0.590508,0.333333,0.397734,0.8106,0.839287,0.874746,0.836218,0.567868,0.764963,0.874503,0.836528,0.091434,0.292818,0.095031,0.294576,0.333333,0.34737,0.875064,0.74452,0.839327,0.755399,0.266678,0.413581,0.838623,0.755411,0.017159,0.310604,0.01679,0.312792,0.666667,0.726721,0.165519,0.150497,0.277427,0.236411,0.020208,0.207163,0.242753,0.196968,0.185742,0.460224,0.176112,0.434682,0.333333,0.476928,0.692305,0.728691,0.87141,0.818093,0.386791,0.623453,0.870502,0.81902,0.139901,0.396398,0.08992,0.346411,0.333333,0.419667,0.742638,0.641386,0.596897,0.549504,0.718377,0.711161,0.595205,0.549375,1
45,2023-02-06T14:30:40.000000000,2023-02-06T14:31:38.000000000,0.350216,0.457275,0.439498,0.511049,0.333333,0.245239,0.937855,0.771975,0.967085,0.793807,0.343488,0.424223,0.967085,0.793807,0.091355,0.256754,0.09736,0.206442,0.666667,0.461486,0.696834,0.515114,0.835575,0.673602,0.079869,0.216116,0.835575,0.673602,0.80625,0.844024,0.695545,0.796962,0.333333,0.388582,0.884334,0.81477,0.9233,0.759434,0.641471,0.769137,0.9233,0.759434,0.571458,0.683238,0.641877,0.732721,0.333333,0.422356,0.547798,0.766521,0.388672,0.668611,0.635754,0.727411,0.387622,0.667762,0.035552,0.16929,0.039006,0.165123,0.666667,0.575825,0.14024,0.270928,0.097081,0.214609,0.029598,0.199072,0.088708,0.213319,0.736097,0.855312,0.800856,0.863191,0.333333,0.403048,0.768196,0.903155,0.607131,0.775503,0.774507,0.919792,0.60637,0.774818,0.23929,0.410624,0.284457,0.434617,0.333333,0.336181,0.500506,0.5927,0.330231,0.505681,0.573605,0.634591,0.327299,0.504108,0.000424,0.344915,0.000455,0.343879,1.0,0.885412,0.075998,0.146809,0.074701,0.15865,0.00656,0.242906,0.058805,0.127293,0.63645,0.719989,0.661929,0.69647,0.666667,0.642868,0.620428,0.775054,0.444257,0.65188,0.448558,0.707698,0.440335,0.64735,0.63627,0.687252,0.648803,0.650622,0.333333,0.429256,0.740142,0.713021,0.573988,0.598794,0.75227,0.799547,0.5722,0.597198,1
46,2023-02-06T14:31:10.000000000,2023-02-06T14:32:08.000000000,0.002762,0.335808,0.00306,0.32972,1.0,0.500944,0.746816,0.608978,0.840417,0.658913,0.025679,0.331718,0.840417,0.658913,0.000161,0.246403,0.000138,0.202203,1.0,0.649336,0.64186,0.469882,0.801438,0.631399,0.000466,0.195298,0.801438,0.631399,0.000444,0.493394,0.000445,0.489314,1.0,0.629958,0.704734,0.656422,0.863672,0.687122,0.002212,0.419137,0.863672,0.687122,0.000765,0.445823,0.001298,0.469745,1.0,0.628422,0.032723,0.459302,0.00537,0.415028,0.004506,0.485794,0.009865,0.418293,7e-06,0.209897,6e-06,0.209152,1.0,0.649044,0.000354,0.224676,0.009753,0.195717,1.3e-05,0.213366,0.00057,0.194177,9.7e-05,0.465744,0.00011,0.486211,1.0,0.635921,0.011498,0.51404,0.003406,0.465344,0.000244,0.516977,0.006738,0.466811,0.000439,0.362045,0.000548,0.371072,1.0,0.572872,0.015553,0.31872,0.00193,0.291187,0.000977,0.476286,0.006113,0.295056,1e-06,0.400251,1e-06,0.392134,1.0,0.830372,0.00246,0.162092,0.045358,0.201126,7e-06,0.288578,0.002218,0.144117,0.00036,0.431508,0.000297,0.426116,1.0,0.709917,0.023847,0.46456,0.0,0.415195,0.000755,0.439222,0.019333,0.42732,0.000558,0.401274,0.000583,0.388656,1.0,0.695428,0.024252,0.378456,0.0,0.35414,0.001476,0.422576,0.012437,0.360752,1
47,2023-02-06T14:31:40.000000000,2023-02-06T14:32:38.000000000,7.5e-05,0.230636,7e-05,0.196021,1.0,0.609529,0.736068,0.522808,0.834199,0.588403,0.001689,0.25518,0.834199,0.588403,2.9e-05,0.151643,2.6e-05,0.089947,1.0,0.66723,0.642194,0.443806,0.801642,0.59656,0.000947,0.198086,0.801642,0.59656,7.1e-05,0.176569,7.2e-05,0.193818,1.0,0.571847,0.706348,0.602584,0.865228,0.651981,0.001433,0.286776,0.865228,0.651981,3e-06,0.299443,4e-06,0.312384,1.0,0.662386,0.002098,0.311319,0.001547,0.348175,2.1e-05,0.296555,0.000706,0.351054,2.2e-05,0.121434,1.8e-05,0.114593,1.0,0.565882,0.009915,0.266247,0.007455,0.202138,0.000382,0.258752,0.001995,0.201042,1.1e-05,0.220146,1.3e-05,0.205699,1.0,0.603194,0.008962,0.3779,0.0028,0.385377,0.000149,0.336296,0.005457,0.38781,5e-06,0.216408,6e-06,0.211104,1.0,0.578618,0.002916,0.227634,0.004064,0.297908,4.1e-05,0.233458,0.001349,0.301309,7.1e-05,0.307935,5.1e-05,0.309931,1.0,0.793856,0.046814,0.248636,0.03097,0.257233,0.00251,0.312557,0.045073,0.21283,1.7e-05,0.168674,1.5e-05,0.153874,1.0,0.581207,0.017302,0.374083,0.007003,0.418505,0.000408,0.347348,0.014118,0.432856,1e-06,0.233631,1e-06,0.200106,1.0,0.669072,0.001627,0.30747,0.002696,0.255392,1.5e-05,0.395158,0.001014,0.262286,0
48,2023-02-06T14:32:10.000000000,2023-02-06T14:33:08.000000000,0.077845,0.358319,0.090754,0.337771,0.666667,0.336949,0.697758,0.594382,0.797064,0.655959,0.053639,0.363574,0.797064,0.655959,0.032786,0.456158,0.045965,0.444181,1.0,0.649983,0.795243,0.641249,0.864565,0.751339,0.413961,0.425172,0.864565,0.751339,0.105487,0.509169,0.146258,0.59158,0.666667,0.619119,0.724269,0.731142,0.838014,0.742627,0.252297,0.516549,0.838014,0.742627,0.012333,0.391933,0.013674,0.403017,0.333333,0.398121,0.066952,0.443239,0.046321,0.45529,0.010603,0.42331,0.044684,0.455045,0.229997,0.5798,0.189092,0.570976,0.333333,0.490071,0.681885,0.559173,0.445376,0.466631,0.661861,0.560369,0.440233,0.465944,0.189915,0.415352,0.177329,0.464485,0.333333,0.4517,0.610766,0.698135,0.538246,0.722615,0.442938,0.570028,0.537353,0.72285,0.041074,0.425534,0.041612,0.426668,0.333333,0.384756,0.141311,0.412018,0.094443,0.422227,0.0473,0.470044,0.090478,0.421503,0.092042,0.68081,0.096162,0.649192,0.333333,0.665048,0.697327,0.631527,0.521217,0.574808,0.518098,0.608886,0.509655,0.54844,0.137889,0.49102,0.104667,0.496802,0.333333,0.532154,0.656127,0.734374,0.643841,0.86211,0.436989,0.631013,0.641328,0.864416,0.052665,0.448285,0.04075,0.435562,0.333333,0.515605,0.546141,0.597155,0.389524,0.570832,0.455356,0.64249,0.386961,0.57064,0
49,2023-02-06T14:32:40.000000000,2023-02-06T14:33:38.000000000,0.014548,0.290842,0.019206,0.265053,0.333333,0.273704,0.690553,0.47795,0.791264,0.534541,0.052509,0.345314,0.791264,0.534541,0.551462,0.482071,0.598472,0.471062,0.666667,0.513249,0.804611,0.536071,0.867018,0.640389,0.44931,0.381066,0.867018,0.640389,0.459816,0.415947,0.599962,0.537226,0.666667,0.469341,0.804081,0.670188,0.867296,0.660251,0.515723,0.538633,0.867296,0.660251,0.001223,0.296461,0.001949,0.304811,0.0,0.323812,0.09076,0.344135,0.089829,0.38128,0.00213,0.311698,0.088266,0.381534,0.838399,0.676183,0.927485,0.687565,0.333333,0.3734,0.695857,0.563059,0.518997,0.440069,0.643728,0.54805,0.514536,0.439434,0.178853,0.278473,0.325608,0.35352,0.333333,0.370224,0.719605,0.677354,0.770924,0.730941,0.45505,0.490948,0.77048,0.731147,0.008912,0.237936,0.012812,0.23621,0.333333,0.331954,0.195057,0.361487,0.189388,0.398193,0.015089,0.331956,0.185839,0.398143,0.59991,0.707026,0.529278,0.658153,0.666667,0.779734,0.743937,0.646203,0.722399,0.61803,0.545654,0.571411,0.709078,0.588932,0.452131,0.420467,0.538684,0.448935,0.333333,0.378818,0.762556,0.728934,0.917891,0.922449,0.495141,0.588581,0.917311,0.924611,0.416313,0.57425,0.429296,0.525988,0.333333,0.409723,0.922924,0.761922,0.797672,0.657017,0.969782,0.934904,0.796822,0.658145,1
50,2023-02-06T14:33:10.000000000,2023-02-06T14:34:08.000000000,0.438337,0.572923,0.475857,0.595462,0.333333,0.265626,0.65769,0.505232,0.698131,0.519901,0.601716,0.626172,0.698131,0.519901,0.009698,0.233653,0.010551,0.179472,1.0,0.756195,0.653055,0.499425,0.80424,0.674169,0.037165,0.215008,0.80424,0.674169,0.067171,0.228091,0.09635,0.265141,0.333333,0.37298,0.757036,0.689056,0.859685,0.719325,0.301637,0.43906,0.859685,0.719325,0.035795,0.344311,0.045912,0.352111,0.333333,0.435035,0.260294,0.49427,0.201638,0.483186,0.117722,0.407228,0.200267,0.482887,0.010267,0.242603,0.011931,0.244001,0.333333,0.390091,0.137099,0.325086,0.097083,0.254625,0.028056,0.267209,0.08871,0.253307,0.100571,0.285197,0.099117,0.269989,0.333333,0.393064,0.421679,0.53755,0.367372,0.500251,0.214124,0.396681,0.366148,0.499989,0.03902,0.374342,0.050019,0.375986,0.333333,0.335609,0.500823,0.624095,0.346964,0.526882,0.530258,0.676763,0.344105,0.526343,0.0145,0.412591,0.017464,0.407636,1.0,0.913539,0.271237,0.420431,0.297369,0.412905,0.071999,0.358398,0.263653,0.369254,0.063652,0.244485,0.056774,0.233256,0.333333,0.412103,0.440859,0.574814,0.467557,0.628047,0.187567,0.441244,0.463799,0.627419,0.725035,0.790869,0.684456,0.704987,0.333333,0.426064,0.76017,0.730077,0.493554,0.541202,0.957682,0.990662,0.491428,0.540941,1
51,2023-02-06T14:33:40.000000000,2023-02-06T14:34:38.000000000,0.544861,0.660487,0.575758,0.682561,0.333333,0.258408,0.65794,0.568769,0.698115,0.593583,0.603618,0.66248,0.698115,0.593583,2.4e-05,0.288769,2.5e-05,0.238243,1.0,0.828839,0.642703,0.612218,0.802178,0.794053,0.00054,0.280877,0.802178,0.794053,0.043764,0.266499,0.058973,0.282925,0.666667,0.605723,0.691474,0.720063,0.843836,0.804334,0.049129,0.301019,0.843836,0.804334,0.104276,0.411316,0.114005,0.409343,0.333333,0.427643,0.460163,0.61526,0.420759,0.619152,0.153976,0.469379,0.419765,0.618681,0.000709,0.286596,0.00052,0.263271,0.333333,0.441606,0.053292,0.337692,0.074375,0.319983,0.002084,0.337175,0.065791,0.318187,0.033402,0.305929,0.031537,0.28666,0.333333,0.477687,0.3192,0.482713,0.407419,0.519672,0.04958,0.323604,0.406272,0.519374,0.974136,0.779215,0.979363,0.777728,0.333333,0.400131,0.866222,0.823288,0.760111,0.759585,0.707869,0.785021,0.759061,0.759184,0.002399,0.482783,0.001453,0.482209,0.333333,0.612148,0.146759,0.407661,0.304809,0.462184,0.010419,0.408655,0.27145,0.418923,0.042634,0.2933,0.028926,0.271403,0.333333,0.50069,0.364218,0.545809,0.586444,0.711669,0.063646,0.39264,0.583525,0.710703,0.057085,0.528579,0.077751,0.496294,0.333333,0.508224,0.168988,0.412013,0.10537,0.351391,0.050492,0.49461,0.101614,0.349726,0
52,2023-02-06T14:34:10.000000000,2023-02-06T14:35:08.000000000,0.288043,0.461089,0.327729,0.464324,0.666667,0.367207,0.943629,0.549649,0.964855,0.591488,0.417919,0.430031,0.964855,0.591488,0.01015,0.260247,0.010792,0.201886,1.0,0.628604,0.65245,0.465249,0.802128,0.630632,0.045086,0.208987,0.802128,0.630632,0.229353,0.284935,0.322183,0.317452,0.666667,0.565505,0.847783,0.635929,0.905302,0.687865,0.537315,0.325276,0.905302,0.687865,0.140224,0.390257,0.22621,0.397126,0.333333,0.411867,0.673427,0.522781,0.653687,0.552043,0.123031,0.395671,0.653092,0.55199,0.029941,0.337128,0.044156,0.331503,0.666667,0.460221,0.306683,0.359138,0.225906,0.281957,0.129569,0.34381,0.218727,0.280832,0.263421,0.305488,0.283848,0.317321,0.333333,0.465205,0.812461,0.525392,0.884031,0.583291,0.559835,0.388239,0.883807,0.584037,0.091989,0.59772,0.095195,0.59847,0.333333,0.412743,0.876301,0.605106,0.84043,0.630346,0.267945,0.476311,0.839731,0.630243,0.053353,0.462237,0.046211,0.44234,0.666667,0.493481,0.455165,0.393428,0.575246,0.451452,0.180345,0.368541,0.554864,0.423181,0.221403,0.352299,0.189831,0.348361,0.333333,0.439171,0.79884,0.574301,0.977461,0.753956,0.532833,0.465803,0.977302,0.754779,0.138722,0.267933,0.089308,0.2482,0.333333,0.456864,0.732058,0.348638,0.59167,0.317055,0.69209,0.385813,0.589956,0.316898,1
53,2023-02-06T14:34:40.000000000,2023-02-06T14:35:38.000000000,0.593358,0.377632,0.720472,0.367469,0.333333,0.190443,0.991658,0.655478,1.0,0.695151,0.476778,0.438171,1.0,0.695151,0.052875,0.220728,0.056417,0.168605,0.666667,0.735751,0.652713,0.502195,0.802365,0.672721,0.045086,0.227228,0.802365,0.672721,0.595866,0.277859,0.492925,0.295161,0.333333,0.67227,0.830082,0.67626,0.88911,0.727243,0.53333,0.354408,0.88911,0.727243,0.58438,0.371197,0.612937,0.382965,0.333333,0.285148,0.557395,0.451127,0.405967,0.436921,0.622851,0.40488,0.404947,0.43762,0.204711,0.256503,0.21721,0.235679,0.666667,0.623171,0.302532,0.357424,0.175246,0.28535,0.139748,0.345728,0.167597,0.285322,0.740532,0.347,0.809951,0.341179,0.333333,0.600523,0.768939,0.465609,0.611631,0.446907,0.772047,0.42508,0.610879,0.448667,0.239114,0.30215,0.284383,0.300071,0.333333,0.51176,0.500522,0.35454,0.330204,0.344288,0.573742,0.435144,0.327271,0.346823,0.206277,0.449983,0.174175,0.443044,0.666667,0.723343,0.436449,0.410273,0.37308,0.377606,0.198881,0.410224,0.354971,0.34755,0.820087,0.335707,0.913951,0.321387,0.333333,0.617526,0.740891,0.491031,0.582651,0.502037,0.619781,0.481408,0.579705,0.508396,0.591188,0.354165,0.58,0.319089,0.333333,0.634824,0.729826,0.39304,0.577427,0.362101,0.710895,0.460368,0.575653,0.36192,1
54,2023-02-06T14:35:10.000000000,2023-02-06T14:36:08.000000000,0.011477,0.179155,0.011721,0.106549,0.0,0.342414,0.785719,0.559263,0.863744,0.644325,0.107689,0.242365,0.863744,0.644325,0.000132,0.216648,0.000112,0.152299,1.0,0.759546,0.642722,0.469757,0.802207,0.653569,0.000479,0.170935,0.802207,0.653569,0.000971,0.114089,0.000978,0.129291,1.0,0.83759,0.703825,0.603645,0.862469,0.713001,0.004551,0.103651,0.862469,0.713001,0.00462,0.270033,0.005999,0.267626,0.0,0.426609,0.070389,0.192886,0.016518,0.226937,0.020073,0.272356,0.017763,0.229104,0.00014,0.204688,0.000121,0.198555,1.0,0.74496,0.008185,0.186531,0.007699,0.16045,0.000294,0.239057,0.001116,0.16117,9.3e-05,0.107179,0.000104,0.101697,1.0,0.899572,0.010946,0.086476,0.003131,0.126738,0.000222,0.116381,0.006518,0.131698,0.000439,0.312074,0.000548,0.303081,1.0,0.839302,0.015554,0.040218,0.001917,0.150371,0.000977,0.195783,0.006129,0.155734,0.000224,0.368232,0.000165,0.364849,1.0,0.876783,0.025548,0.113187,0.037355,0.154263,0.000746,0.263678,0.024777,0.133948,0.000236,0.111397,0.000178,0.102237,1.0,0.851022,0.018669,0.088363,0.005437,0.123969,0.000474,0.165336,0.015355,0.137547,0.000591,0.092994,0.000659,0.085981,1.0,0.929718,0.019554,0.0,0.008453,0.057238,0.000959,0.064569,0.007919,0.059306,1
