segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_am_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_am_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_am_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_am_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_am_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_am_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_am_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_am_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_am_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_am_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_am_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_am_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_am_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_am_demodulated,current_pos_z_psd_peak_baseband,current_pos_z_psd_peak_am_demodulated,current_pos_z_psd_mean_energy_baseband,current_pos_z_psd_mean_energy_am_demodulated,current_pos_z_psd_peak_freq_baseband,current_pos_z_psd_peak_freq_am_demodulated,current_pos_z_rms_baseband,current_pos_z_rms_am_demodulated,current_pos_z_mean_baseband,current_pos_z_mean_am_demodulated,current_pos_z_variance_baseband,current_pos_z_variance_am_demodulated,current_pos_z_fft_peak_baseband,current_pos_z_fft_peak_am_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_am_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_am_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_am_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_am_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_am_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_am_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_am_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_am_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_am_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_am_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_am_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_am_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_am_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_am_demodulated,target_pos_z_psd_peak_baseband,target_pos_z_psd_peak_am_demodulated,target_pos_z_psd_mean_energy_baseband,target_pos_z_psd_mean_energy_am_demodulated,target_pos_z_psd_peak_freq_baseband,target_pos_z_psd_peak_freq_am_demodulated,target_pos_z_rms_baseband,target_pos_z_rms_am_demodulated,target_pos_z_mean_baseband,target_pos_z_mean_am_demodulated,target_pos_z_variance_baseband,target_pos_z_variance_am_demodulated,target_pos_z_fft_peak_baseband,target_pos_z_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
70,2023-02-06T14:43:10.000000000,2023-02-06T14:44:08.000000000,0.472457,0.50781,0.523737,0.54645,0.333333,0.193857,0.65083,0.400189,0.704028,0.420045,0.505868,0.483397,0.704028,0.420045,0.016338,0.170577,0.022932,0.120902,0.333333,0.160335,0.740781,0.497777,0.869001,0.633533,0.11501,0.237049,0.869001,0.633533,0.076315,0.147008,0.102041,0.167026,0.666667,0.532379,0.759047,0.568125,0.894749,0.641632,0.104523,0.143942,0.894749,0.641632,0.117411,0.333515,0.124792,0.338782,0.333333,0.364104,0.411393,0.525357,0.38389,0.553907,0.099058,0.323886,0.382832,0.553792,0.064697,0.233226,0.059395,0.240143,0.0,0.139433,0.464222,0.545016,0.360163,0.444917,0.282656,0.417677,0.354229,0.44492,0.021941,0.120897,0.023536,0.11652,0.333333,0.321409,0.287719,0.301094,0.391968,0.422533,0.024861,0.119418,0.390791,0.422348,0.799598,0.775916,0.805767,0.778142,0.333333,0.274382,0.861525,0.849796,0.768599,0.827321,0.624148,0.642935,0.767586,0.827504,0.04798,0.439806,0.048828,0.440217,0.0,0.0,0.757108,0.884909,0.969342,1.0,0.482001,0.732104,0.967871,1.0,0.033441,0.123397,0.023588,0.112385,0.333333,0.34745,0.342947,0.358184,0.609056,0.674451,0.03459,0.146492,0.606297,0.674662,0.30477,0.342788,0.331576,0.342492,0.333333,0.348502,0.435221,0.355699,0.283332,0.284171,0.315704,0.297073,0.280323,0.283877,1
71,2023-02-06T14:43:40.000000000,2023-02-06T14:44:38.000000000,0.571825,0.653421,0.73303,0.769637,0.333333,0.235595,0.950617,0.593148,0.965008,0.60382,0.478376,0.491048,0.965008,0.60382,2.1e-05,0.194567,2.1e-05,0.147361,1.0,0.474293,0.64131,0.46042,0.800915,0.622498,0.000618,0.167977,0.800915,0.622498,0.03483,0.163887,0.052224,0.182926,0.666667,0.575651,0.75435,0.609867,0.901971,0.692184,0.035502,0.122443,0.901971,0.692184,0.192472,0.382886,0.186964,0.380293,0.333333,0.397718,0.344947,0.520127,0.269201,0.52079,0.200919,0.382389,0.267946,0.520446,0.003687,0.156973,0.002887,0.143574,0.333333,0.28313,0.095055,0.314267,0.113687,0.292124,0.008171,0.206192,0.105468,0.29176,0.022883,0.145161,0.022097,0.143434,0.333333,0.270462,0.235019,0.323638,0.249991,0.396739,0.049853,0.15873,0.24854,0.396238,0.893858,0.852131,0.925805,0.865621,0.333333,0.206971,0.714071,0.865236,0.512331,0.74949,1.0,0.905302,0.510196,0.748328,0.011606,0.320216,0.007469,0.317099,0.333333,0.098593,0.252744,0.584819,0.446277,0.751592,0.039374,0.440271,0.419706,0.735578,0.024969,0.148565,0.018183,0.139135,0.333333,0.309668,0.281164,0.390053,0.391974,0.629081,0.055451,0.198209,0.387683,0.628534,0.030466,0.290344,0.044674,0.288329,0.333333,0.350266,0.112695,0.22678,0.053837,0.193428,0.025988,0.211011,0.050962,0.192921,1
72,2023-02-06T14:44:10.000000000,2023-02-06T14:45:08.000000000,0.154926,0.335951,0.153811,0.353437,0.333333,0.174604,0.913445,0.540506,0.924683,0.554684,0.566579,0.445158,0.924683,0.554684,0.010393,0.305685,0.012542,0.275606,1.0,0.525954,0.720617,0.482241,0.801153,0.580455,0.370924,0.352758,0.801153,0.580455,0.006966,0.060304,0.010336,0.054252,0.333333,0.526987,0.688147,0.50074,0.841042,0.596518,0.048186,0.052666,0.841042,0.596518,0.018537,0.280922,0.028252,0.276249,0.0,0.32107,0.105886,0.332585,0.040256,0.342681,0.041176,0.294928,0.038608,0.342296,0.005006,0.342174,0.007464,0.359008,0.0,0.279395,0.593091,0.40376,0.375321,0.398041,0.508931,0.339145,0.369528,0.397327,4.8e-05,0.057803,0.000101,0.05269,1.0,0.321507,0.03772,0.197602,0.026089,0.260314,0.002126,0.080219,0.024204,0.259732,0.001948,0.497034,0.00318,0.501557,1.0,0.232776,0.062398,0.516718,0.018285,0.476501,0.014843,0.549899,0.018792,0.47643,2.1e-05,0.449398,1.4e-05,0.445724,1.0,0.428987,0.007988,0.364895,0.043087,0.515501,7.3e-05,0.355657,0.007547,0.485364,5.4e-05,0.058774,4.9e-05,0.053257,1.0,0.323719,0.040209,0.241135,0.03632,0.425022,0.001883,0.108781,0.029519,0.424294,0.010413,0.187273,0.01197,0.186178,0.333333,0.340488,0.272654,0.227543,0.188796,0.214162,0.118787,0.167913,0.18539,0.214194,0
73,2023-02-06T14:44:40.000000000,2023-02-06T14:45:38.000000000,0.060938,0.555593,0.087978,0.605243,0.333333,0.329995,0.659105,0.461389,0.758132,0.478767,0.114872,0.521555,0.758132,0.478767,0.675136,0.367354,0.752013,0.365215,0.666667,0.321437,0.903304,0.598961,0.892951,0.66272,0.841684,0.506974,0.892951,0.66272,0.040831,0.152766,0.05161,0.159188,0.666667,0.583944,0.674089,0.565865,0.830798,0.661396,0.03541,0.100137,0.830798,0.661396,0.001292,0.322461,0.001583,0.321123,0.333333,0.328895,0.033463,0.382425,0.028086,0.382476,0.00183,0.333655,0.026417,0.381981,0.619639,0.279019,0.738113,0.260025,0.666667,0.272276,0.683306,0.540871,0.651723,0.475582,0.501999,0.399113,0.648493,0.475571,0.008949,0.138086,0.012168,0.142861,0.333333,0.416542,0.112642,0.245899,0.11226,0.302259,0.013098,0.140063,0.110542,0.301535,0.005782,0.47676,0.006521,0.486971,0.333333,0.345974,0.071309,0.537706,0.059391,0.471616,0.008264,0.639911,0.055272,0.471386,0.0,0.310429,0.0,0.309279,1.0,0.291695,0.002779,0.332675,0.044403,0.44584,9e-06,0.322412,0.002471,0.410011,0.012043,0.146109,0.01158,0.142631,0.333333,0.449526,0.139603,0.298282,0.187686,0.475861,0.015012,0.178595,0.181953,0.474711,0.353074,0.392379,0.375921,0.38214,0.333333,0.345141,0.491727,0.411635,0.395888,0.368387,0.316625,0.359183,0.393352,0.367289,1
74,2023-02-06T14:45:10.000000000,2023-02-06T14:46:08.000000000,0.619205,0.56799,0.736822,0.622506,0.666667,0.400211,0.582029,0.418337,0.631862,0.426167,0.593054,0.598654,0.631862,0.426167,0.351628,0.355787,0.431835,0.356678,0.333333,0.305731,0.819528,0.56977,0.868035,0.665495,0.521911,0.437985,0.868035,0.665495,4.8e-05,0.103137,5e-05,0.091697,1.0,0.794998,0.708574,0.583698,0.867409,0.685989,0.000154,0.086745,0.867409,0.685989,0.151813,0.357487,0.147732,0.354433,0.333333,0.388663,0.295367,0.522489,0.222951,0.527715,0.162165,0.367906,0.221617,0.527357,0.172207,0.245057,0.145442,0.211612,0.333333,0.309266,0.345912,0.368856,0.361957,0.397476,0.116391,0.23195,0.35604,0.396335,0.020474,0.140104,0.027297,0.134554,0.333333,0.338674,0.219833,0.323111,0.258731,0.419593,0.033547,0.157402,0.257296,0.419115,0.284845,0.500415,0.316491,0.520823,0.333333,0.271087,0.586631,0.823126,0.407503,0.749981,0.721454,0.698876,0.404908,0.749804,0.002798,0.410457,0.002024,0.407075,0.333333,0.250583,0.199243,0.4327,0.300421,0.649248,0.032115,0.328304,0.266851,0.624653,0.026807,0.138625,0.02536,0.129626,0.333333,0.346727,0.272086,0.394033,0.433461,0.693921,0.037404,0.195718,0.429463,0.693543,0.396769,0.39474,0.424851,0.383306,0.333333,0.39799,0.604753,0.470514,0.496025,0.412297,0.462614,0.423584,0.49391,0.411974,1
75,2023-02-06T14:45:40.000000000,2023-02-06T14:46:38.000000000,0.275988,0.375245,0.234725,0.308466,0.333333,0.228445,0.622411,0.410834,0.670064,0.424988,0.576431,0.549272,0.670064,0.424988,0.017108,0.17872,0.023483,0.128098,0.666667,0.458108,0.622724,0.380698,0.776559,0.554359,0.038752,0.165624,0.776559,0.554359,2e-05,0.113921,2.1e-05,0.107589,1.0,0.789458,0.708967,0.55172,0.867714,0.653888,0.000401,0.077861,0.867714,0.653888,0.016711,0.288917,0.026163,0.29553,0.333333,0.387827,0.440542,0.593118,0.43251,0.645444,0.037307,0.306228,0.431536,0.645293,0.002202,0.109066,0.001631,0.106467,0.333333,0.356023,0.128085,0.224948,0.191791,0.273939,0.004289,0.144339,0.184296,0.27295,0.011597,0.145062,0.012233,0.138391,0.333333,0.347916,0.30443,0.354509,0.417273,0.48465,0.026004,0.1549,0.416145,0.484435,0.375286,0.484253,0.432908,0.516481,0.333333,0.290517,0.924802,0.958398,0.866534,0.972699,0.438647,0.521758,0.86595,0.972909,0.010848,0.327073,0.006748,0.322144,0.333333,0.307909,0.32685,0.392089,0.723923,0.778958,0.023784,0.231379,0.710675,0.761989,0.015111,0.139458,0.011305,0.132339,0.333333,0.370795,0.375901,0.433494,0.694755,0.816485,0.028888,0.181284,0.692601,0.816768,0.249404,0.316102,0.238988,0.288526,0.333333,0.377599,0.430514,0.360766,0.238451,0.250788,0.343037,0.342319,0.235254,0.250412,1
76,2023-02-06T14:46:10.000000000,2023-02-06T14:47:08.000000000,0.214747,0.404056,0.188171,0.333606,0.333333,0.256055,0.95049,0.668375,0.965091,0.682201,0.476379,0.538828,0.965091,0.682201,2.2e-05,0.195976,2.1e-05,0.138134,1.0,0.666263,0.642176,0.454527,0.801793,0.640241,0.000101,0.16713,0.801793,0.640241,0.023253,0.208944,0.03281,0.221933,0.666667,0.687372,0.752749,0.651209,0.900493,0.740156,0.035853,0.17028,0.900493,0.740156,0.013559,0.328343,0.017819,0.337189,0.333333,0.433184,0.393676,0.659238,0.346694,0.686313,0.152831,0.411409,0.345572,0.686226,0.002929,0.118332,0.002131,0.111464,0.333333,0.43355,0.110452,0.243937,0.147447,0.277198,0.00756,0.169613,0.13954,0.275957,0.009451,0.234582,0.009767,0.226639,0.333333,0.4095,0.271575,0.410213,0.332351,0.503176,0.044084,0.250176,0.331059,0.503068,0.363327,0.488388,0.404437,0.51437,0.333333,0.359199,0.824891,0.965233,0.680704,0.928275,0.883277,0.78772,0.679306,0.928296,0.009307,0.331247,0.005671,0.326725,0.333333,0.37778,0.290771,0.360655,0.582866,0.685698,0.035394,0.242616,0.562849,0.657674,0.019762,0.225335,0.013686,0.215406,0.333333,0.44667,0.327495,0.477121,0.528532,0.769724,0.051292,0.28353,0.525204,0.769705,0.009077,0.246756,0.008924,0.225231,0.333333,0.395843,0.113361,0.225838,0.056798,0.184618,0.025852,0.209539,0.052838,0.183774,1
77,2023-02-06T14:46:40.000000000,2023-02-06T14:47:38.000000000,0.534635,0.390024,0.653996,0.360853,0.333333,0.382219,0.949791,0.735793,0.964422,0.754556,0.477162,0.521725,0.964422,0.754556,0.0,0.256763,0.0,0.209893,0.0,0.527105,0.64266,0.515375,0.802246,0.688347,0.0,0.22785,0.802246,0.688347,0.014868,0.15954,0.022259,0.158485,0.333333,0.712866,0.751802,0.659488,0.899685,0.742645,0.035662,0.210806,0.899685,0.742645,0.194242,0.391941,0.195057,0.398713,0.333333,0.51533,0.217034,0.598931,0.114101,0.596257,0.145768,0.461834,0.11258,0.596291,0.001324,0.180047,0.001201,0.170948,0.333333,0.492269,0.047435,0.210328,0.039732,0.250882,0.003735,0.169422,0.030827,0.248165,0.011784,0.227893,0.012682,0.206671,0.333333,0.458806,0.133251,0.360023,0.084082,0.411599,0.026886,0.268237,0.082309,0.41202,0.463525,0.455565,0.534218,0.476111,0.333333,0.41746,0.40567,0.74107,0.173132,0.68849,0.541613,0.70882,0.169512,0.689378,0.004208,0.396621,0.003199,0.392763,0.333333,0.650177,0.131941,0.280242,0.159753,0.464101,0.017473,0.263941,0.119433,0.421641,0.008933,0.206911,0.007715,0.190303,0.333333,0.452692,0.148391,0.377771,0.117412,0.540339,0.025291,0.288903,0.111183,0.540147,0.032769,0.159164,0.047345,0.154827,0.666667,0.551683,0.113194,0.171255,0.055885,0.189834,0.025917,0.144576,0.051922,0.19003,1
78,2023-02-06T14:47:10.000000000,2023-02-06T14:48:08.000000000,0.000136,0.607197,0.000151,0.639055,1.0,0.285943,0.723649,0.549887,0.822993,0.572417,0.01131,0.516357,0.822993,0.572417,0.0,0.158998,0.0,0.096846,0.0,0.06856,0.64266,0.423103,0.802246,0.615139,0.0,0.123436,0.802246,0.615139,2.9e-05,0.247864,2.7e-05,0.27552,1.0,0.492079,0.706669,0.607467,0.865682,0.689325,0.000435,0.201937,0.865682,0.689325,2e-06,0.408269,3e-06,0.418602,1.0,0.476285,0.001347,0.548175,0.001371,0.522295,9e-06,0.438566,0.000406,0.522318,0.0,0.047854,0.0,0.041891,1.0,0.496048,8.5e-05,0.133607,0.010434,0.135065,0.0,0.106512,0.001257,0.133974,2e-06,0.277689,2e-06,0.274274,1.0,0.459877,0.003263,0.335275,0.001538,0.335124,2.1e-05,0.282089,0.002518,0.335292,8e-05,0.460403,9e-05,0.489832,1.0,0.409995,0.010741,0.639744,0.003974,0.528927,0.000484,0.713527,0.005501,0.528989,0.0,0.289285,0.0,0.287001,1.0,0.452316,0.0016,0.130062,0.044707,0.268412,3e-06,0.18361,0.001264,0.211985,2e-06,0.253171,1e-06,0.250156,1.0,0.515758,0.003544,0.352301,0.005138,0.409365,1.8e-05,0.292148,0.002289,0.409034,1.9e-05,0.220067,2e-05,0.2052,1.0,0.519553,0.003832,0.174574,0.00358,0.153892,5.7e-05,0.158479,0.002708,0.153331,1
79,2023-02-06T14:47:40.000000000,2023-02-06T14:48:38.000000000,0.688364,0.619709,0.740942,0.634998,0.333333,0.170663,0.616453,0.494291,0.664749,0.483129,0.57663,0.663698,0.664749,0.483129,0.0,0.1801,0.0,0.121831,0.0,0.383489,0.642259,0.422191,0.801885,0.602862,1.3e-05,0.140961,0.801885,0.602862,0.015336,0.131341,0.022345,0.133624,0.333333,0.49324,0.680763,0.525271,0.835638,0.597853,0.041572,0.250418,0.835638,0.597853,0.174909,0.412275,0.165943,0.418075,0.333333,0.345157,0.288315,0.660944,0.19357,0.622052,0.195939,0.474329,0.192185,0.621934,0.000134,0.112214,0.000117,0.11038,0.333333,0.321688,0.027522,0.141506,0.035618,0.155301,0.001034,0.123698,0.026674,0.153106,0.010538,0.176515,0.010933,0.1609,0.333333,0.278405,0.215964,0.410067,0.187026,0.43459,0.05683,0.262721,0.185452,0.434147,0.363232,0.521985,0.404257,0.553232,0.333333,0.231773,0.580174,0.860015,0.342462,0.732498,0.883748,0.83823,0.339582,0.731797,0.000461,0.334943,0.000338,0.332817,0.333333,0.533134,0.079586,0.177383,0.146606,0.308799,0.005164,0.214722,0.105655,0.258998,0.007814,0.159258,0.006435,0.146306,0.333333,0.297859,0.257397,0.404765,0.290587,0.533258,0.06125,0.26055,0.28558,0.531755,0.042506,0.127981,0.046693,0.124609,0.333333,0.317691,0.149877,0.195023,0.076894,0.180231,0.044233,0.124784,0.073019,0.179547,0
80,2023-02-06T14:48:10.000000000,2023-02-06T14:49:08.000000000,0.272294,0.429496,0.230726,0.363128,0.333333,0.274181,0.736646,0.607691,0.736624,0.582502,0.865859,0.776195,0.736624,0.582502,0.000235,0.216263,0.000203,0.157761,1.0,0.768696,0.631068,0.484088,0.789499,0.668394,0.011841,0.190283,0.789499,0.668394,0.066732,0.271066,0.085714,0.311184,1.0,0.828747,0.640625,0.557542,0.733913,0.576864,0.392279,0.551565,0.733913,0.576864,0.070408,0.371675,0.099363,0.392539,0.333333,0.432753,0.587701,0.837425,0.543502,0.858214,0.221037,0.48067,0.542718,0.858103,0.000643,0.182362,0.000863,0.175672,0.333333,0.40535,0.077151,0.244841,0.083647,0.238558,0.006794,0.220119,0.075149,0.236887,0.018383,0.258825,0.020584,0.257025,0.333333,0.400845,0.468291,0.606,0.515186,0.670612,0.181928,0.395643,0.514247,0.670481,0.462742,0.588131,0.532945,0.62831,0.333333,0.343364,0.891277,1.0,0.816091,1.0,0.533145,0.636834,0.815286,1.0,0.002247,0.387461,0.00279,0.387053,1.0,0.926073,0.170958,0.291137,0.301336,0.416548,0.019788,0.298115,0.267811,0.370888,0.043871,0.262467,0.030953,0.245442,0.333333,0.426774,0.357232,0.498028,0.505776,0.68521,0.086259,0.337435,0.502288,0.68465,0.0366,0.193619,0.038633,0.182303,0.333333,0.434062,0.357031,0.363561,0.269353,0.341347,0.184222,0.274482,0.266286,0.340699,1
81,2023-02-06T14:48:40.000000000,2023-02-06T14:49:38.000000000,0.329914,0.417355,0.417718,0.418903,0.333333,0.297193,0.936017,0.673699,0.96492,0.68249,0.349978,0.574056,0.96492,0.68249,0.088346,0.237431,0.09407,0.181989,0.666667,0.527151,0.695442,0.500727,0.835452,0.669793,0.073896,0.205943,0.835452,0.669793,0.733051,0.621205,0.870608,0.756444,0.333333,0.607214,0.878255,0.689681,0.896457,0.645506,0.769517,0.761678,0.896457,0.645506,0.172309,0.336576,0.24929,0.375058,0.333333,0.458956,0.653161,0.774789,0.574805,0.797835,0.416768,0.49157,0.574075,0.797603,0.046675,0.199224,0.04414,0.187766,0.666667,0.540315,0.146715,0.300468,0.127086,0.256988,0.028099,0.25628,0.11899,0.257193,0.70295,0.601102,0.794691,0.633185,0.333333,0.464582,0.797024,0.751663,0.766907,0.777484,0.674889,0.614907,0.766456,0.777369,0.047861,0.392446,0.063145,0.413028,0.333333,0.388031,0.748081,0.820211,0.634339,0.81775,0.644193,0.6243,0.632738,0.817608,0.020215,0.373534,0.017843,0.372575,0.666667,0.653926,0.151697,0.258073,0.199396,0.318758,0.021687,0.293152,0.160979,0.266787,0.688261,0.591188,0.724241,0.576158,0.666667,0.626814,0.649517,0.631934,0.61559,0.699673,0.437354,0.52492,0.612878,0.700491,0.285407,0.299216,0.247064,0.26251,0.333333,0.479946,0.739112,0.539461,0.598705,0.500573,0.702862,0.526737,0.59702,0.500025,1
82,2023-02-06T14:49:10.000000000,2023-02-06T14:50:08.000000000,0.29091,0.376453,0.342766,0.396247,0.666667,0.371079,0.839376,0.61063,0.898943,0.651063,0.198116,0.362412,0.898943,0.651063,0.00954,0.283959,0.014488,0.235311,1.0,0.435783,0.70527,0.502376,0.847131,0.646778,0.059318,0.238048,0.847131,0.646778,0.202088,0.47115,0.222481,0.562923,0.333333,0.362748,0.913228,0.704695,1.0,0.681226,0.323841,0.608928,1.0,0.681226,0.666497,0.389015,0.717222,0.413021,0.333333,0.426756,0.405404,0.518786,0.224401,0.505378,0.484933,0.462017,0.223069,0.505197,0.006461,0.336565,0.006545,0.33319,0.333333,0.462245,0.126516,0.330147,0.078912,0.275285,0.025374,0.316689,0.07037,0.273831,0.305991,0.516402,0.308229,0.532001,0.333333,0.393384,0.680128,0.650336,0.43896,0.63002,0.68708,0.57562,0.437875,0.62989,0.388465,0.311607,0.399554,0.308049,0.333333,0.330419,0.31911,0.480976,0.160598,0.450717,0.308201,0.53895,0.156922,0.45026,4.4e-05,0.380996,3e-05,0.379308,1.0,0.475388,0.01087,0.166271,0.045053,0.188239,0.000138,0.276195,0.01054,0.136515,0.096397,0.492171,0.102814,0.464919,0.333333,0.513711,0.60046,0.582752,0.399761,0.575029,0.428532,0.510386,0.395525,0.575824,0.625965,0.298637,0.562657,0.254118,0.333333,0.436153,0.664077,0.516591,0.405848,0.47016,0.765432,0.572065,0.403354,0.470441,1
83,2023-02-06T14:49:40.000000000,2023-02-06T14:50:38.000000000,0.00027,0.329699,0.00025,0.291193,1.0,0.664847,0.730449,0.592391,0.829748,0.649648,0.000357,0.436251,0.829748,0.649648,1.1e-05,0.244761,1.2e-05,0.188355,1.0,0.712046,0.641378,0.560351,0.801079,0.725985,0.0001,0.277808,0.801079,0.725985,3.5e-05,0.349926,3.6e-05,0.384097,1.0,0.754468,0.708854,0.700585,0.86765,0.739491,0.000189,0.450403,0.86765,0.739491,7.4e-05,0.408965,0.000102,0.417047,1.0,0.6763,0.004163,0.407515,0.001042,0.42261,7.7e-05,0.396028,0.001623,0.422259,1e-06,0.252407,1e-06,0.238598,1.0,0.624842,0.000384,0.389987,0.010079,0.298277,1e-05,0.373273,0.000899,0.303822,7e-06,0.279222,1e-05,0.28706,1.0,0.753157,0.00447,0.554865,0.001726,0.462377,3.8e-05,0.46599,0.002006,0.461997,4e-05,0.426039,4.7e-05,0.433074,1.0,0.652806,0.003383,0.326098,0.004008,0.353305,5.3e-05,0.369229,0.001529,0.352263,0.0,0.41338,0.0,0.414617,0.333333,0.498084,0.00037,0.187065,0.045705,0.227677,0.0,0.338286,0.000216,0.170648,2.5e-05,0.255446,2.1e-05,0.248522,1.0,0.759254,0.008781,0.489378,0.005424,0.430142,0.000107,0.434498,0.007195,0.436488,5.4e-05,0.425885,5.5e-05,0.381839,1.0,0.767132,0.006043,0.38173,0.003332,0.347151,0.00012,0.419526,0.003062,0.34631,1
84,2023-02-06T14:50:10.000000000,2023-02-06T14:51:08.000000000,0.000894,0.284334,0.000836,0.257027,1.0,0.636999,0.695265,0.573405,0.795498,0.64841,0.049324,0.314906,0.795498,0.64841,0.000507,0.378911,0.00043,0.334586,1.0,0.624591,0.622322,0.542305,0.766687,0.671389,0.085271,0.369467,0.766687,0.671389,0.001055,0.298447,0.00099,0.326031,1.0,0.646423,0.652115,0.659557,0.794002,0.676464,0.130706,0.554473,0.794002,0.676464,1e-05,0.33385,1.3e-05,0.336175,1.0,0.681744,0.034685,0.307731,0.014449,0.330464,0.004436,0.35854,0.012756,0.329436,0.000233,0.565175,0.000197,0.564843,1.0,0.628321,0.108151,0.517266,0.034503,0.388535,0.021216,0.505528,0.041135,0.395906,0.000116,0.345918,0.000128,0.344138,1.0,0.692402,0.255852,0.626582,0.110555,0.56717,0.109948,0.469076,0.108833,0.566287,4.4e-05,0.311125,5e-05,0.304952,1.0,0.631749,0.069582,0.254536,0.027103,0.271775,0.017333,0.349862,0.022843,0.270223,0.0,0.411976,0.0,0.411067,0.0,0.12568,0.0,0.147755,0.045788,0.187585,0.0,0.309112,0.0,0.130229,0.000154,0.394298,0.000118,0.344255,1.0,0.692956,0.1947,0.57884,0.09179,0.563498,0.048167,0.464276,0.098859,0.569583,3e-06,0.228592,4e-06,0.198146,1.0,0.750111,0.092931,0.486003,0.040156,0.447109,0.01837,0.530241,0.036192,0.446323,0
