timestamp,i3_pos_switch_baseband,i3_pos_switch_am_demodulated,m2_speed_baseband,m2_speed_am_demodulated,o8_compressor_baseband,o8_compressor_am_demodulated,o5_valve_baseband,o5_valve_am_demodulated,o6_valve_baseband,o6_valve_am_demodulated,current_state_binary
2023-02-06 14:14:48,0.0,0.438267,0.991649,0.945462,0.154155,0.509564,0.0,0.439689,0.0,0.45541,1
2023-02-06 14:14:50,0.0,0.465315,1.0,0.951478,0.160436,0.540691,0.0,0.453305,0.0,0.481714,1
2023-02-06 14:14:52,0.0,0.512033,0.954757,0.95136,0.161582,0.590818,0.0,0.484702,0.0,0.52761,1
2023-02-06 14:14:54,0.0,0.486783,0.828057,0.852566,0.158292,0.568044,0.0,0.452553,0.0,0.49394,1
2023-02-06 14:14:56,0.0,0.512223,0.655555,0.795808,0.15588,0.58945,0.0,0.477653,0.0,0.526688,1
2023-02-06 14:14:58,0.0,0.531381,0.518169,0.760981,0.156802,0.611191,0.0,0.504745,0.0,0.544067,1
2023-02-06 14:15:00,0.0,0.456271,0.4708,0.65153,0.158068,0.53021,0.0,0.443887,0.0,0.471998,1
2023-02-06 14:15:02,0.0,0.44974,0.496055,0.648073,0.158068,0.520745,0.0,0.447188,0.0,0.469981,1
2023-02-06 14:15:04,0.0,0.470215,0.531431,0.686309,0.158068,0.543864,0.0,0.474502,0.0,0.489162,1
2023-02-06 14:15:06,0.0,0.442049,0.534527,0.656252,0.158068,0.511531,0.0,0.447281,0.0,0.465767,1
2023-02-06 14:15:08,0.0,0.467294,0.513891,0.684278,0.158068,0.541298,0.0,0.465554,0.0,0.485168,1
2023-02-06 14:15:10,0.0,0.483096,0.501283,0.698033,0.158068,0.558204,0.0,0.469121,0.0,0.499462,1
2023-02-06 14:15:12,0.0,0.433097,0.508863,0.641205,0.158068,0.50609,0.0,0.410116,0.0,0.446254,1
