segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,m4_speed_psd_peak_baseband,m4_speed_psd_peak_fm_demodulated,m4_speed_psd_mean_energy_baseband,m4_speed_psd_mean_energy_fm_demodulated,m4_speed_psd_peak_freq_baseband,m4_speed_psd_peak_freq_fm_demodulated,m4_speed_rms_baseband,m4_speed_rms_fm_demodulated,m4_speed_mean_baseband,m4_speed_mean_fm_demodulated,m4_speed_variance_baseband,m4_speed_variance_fm_demodulated,m4_speed_fft_peak_baseband,m4_speed_fft_peak_fm_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_fm_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_fm_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_fm_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_fm_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_fm_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_fm_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_fm_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_fm_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_fm_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_fm_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_fm_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_fm_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_fm_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_fm_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_fm_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_fm_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_fm_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_fm_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_fm_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_fm_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_fm_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_fm_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_fm_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_fm_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_fm_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_fm_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_fm_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
78,2023-02-06T14:47:08.000000000,2023-02-06T14:48:06.000000000,0.0,0.192572,0.0,0.244502,0.0,0.710246,0.929852,0.2931,0.954595,0.703494,0.0,0.424827,0.954595,0.703494,0.221198,0.744645,0.225659,0.727499,0.333333,0.215047,0.74732,0.571452,0.748188,0.363581,0.71449,0.590259,0.748188,0.363581,0.345434,0.834587,0.476977,0.536611,0.666667,0.582991,0.804805,0.343821,0.890734,0.452853,0.34711,0.44186,0.890734,0.452853,0.308076,0.842276,0.439105,0.948638,0.666667,0.642782,0.912596,0.981419,0.925447,0.322122,0.603563,0.782783,0.925447,0.322122,0.292406,0.745713,0.273317,0.960294,0.333333,0.306593,0.789919,0.578074,0.696782,0.524971,0.645444,0.861805,0.696527,0.520909,0.965627,0.763518,0.877748,1.0,0.333333,0.289619,0.943325,0.764634,0.806423,0.69502,0.879184,1.0,0.806422,0.694724,0.587273,0.645335,0.579303,0.702231,0.333333,0.440269,0.670593,0.388748,0.468409,0.360428,0.959194,0.598306,0.467838,0.337906,0.855045,1.0,0.848132,1.0,0.333333,0.366006,0.924977,0.715997,0.755506,0.626248,0.959496,1.0,0.755504,0.62607,4.6e-05,0.197311,3.1e-05,0.195454,0.333333,0.365364,0.013804,0.107263,0.108694,0.269179,8.7e-05,0.08478,0.032397,0.346063,0
79,2023-02-06T14:47:38.000000000,2023-02-06T14:48:36.000000000,0.0,0.237833,0.0,0.258143,0.0,0.671158,0.929852,0.35115,0.954595,0.687098,0.0,0.465871,0.954595,0.687098,0.559445,0.462878,0.677965,0.553505,0.333333,0.296974,0.924468,0.43127,0.997206,0.354498,0.458095,0.34795,0.997206,0.354498,0.041916,0.962892,0.059708,0.761283,1.0,0.528814,0.825831,0.411425,0.92823,0.298785,0.276732,0.678096,0.92823,0.298785,1.0,1.0,1.0,1.0,0.666667,0.565163,1.0,0.988509,0.973504,0.276279,0.858569,0.767787,0.973504,0.276279,0.772815,0.501684,0.648743,0.867084,0.333333,0.31391,0.586276,0.349733,0.451856,0.258948,0.650732,0.795538,0.451395,0.249368,0.928987,0.622276,0.927283,0.923211,0.333333,0.213389,0.82872,0.777487,0.639264,0.579189,1.0,0.831665,0.639261,0.578853,0.549615,0.419311,0.52719,0.29909,0.333333,0.391652,0.501944,0.2309,0.311086,0.268449,0.646642,0.403212,0.310345,0.246053,0.740784,0.845771,0.842431,0.838959,0.333333,0.337001,0.804898,0.716552,0.575141,0.568493,1.0,0.898943,0.575138,0.568054,1e-06,0.257128,1e-06,0.257396,0.333333,0.338179,0.003974,0.089625,0.086157,0.170915,1e-05,0.165584,0.00793,0.303116,0
80,2023-02-06T14:48:08.000000000,2023-02-06T14:49:06.000000000,0.0,0.228036,0.0,0.273573,0.0,0.692208,0.929852,0.293533,0.954595,0.68554,0.0,0.389364,0.954595,0.68554,0.231595,0.31252,0.294946,0.36583,0.333333,0.374689,0.682731,0.238645,0.80414,0.2411,0.233994,0.302102,0.80414,0.2411,0.599669,0.99062,0.69728,0.642568,0.666667,0.657729,0.905999,0.463295,0.866995,0.520976,0.848131,0.821705,0.866995,0.520976,0.41006,0.848992,0.389693,0.767103,0.666667,0.483681,0.981406,0.861608,0.965412,0.230317,0.782655,0.580517,0.965412,0.230317,0.161323,0.428136,0.168422,0.796822,0.333333,0.275357,0.198096,0.215932,0.116923,0.223124,0.11969,0.750174,0.116182,0.217767,0.638621,0.319932,0.604993,0.537513,0.333333,0.263495,0.71189,0.605867,0.554918,0.491498,0.715943,0.44731,0.554915,0.491151,0.099133,0.321252,0.11417,0.293902,0.333333,0.371991,0.165405,0.190366,0.082935,0.339231,0.085758,0.215727,0.081949,0.316025,0.74536,0.507167,0.688856,0.517786,0.333333,0.504779,0.709288,0.590123,0.520364,0.508755,0.739044,0.55923,0.52036,0.508309,1e-06,0.320042,1e-06,0.319202,0.333333,0.40384,0.006696,0.155183,0.095361,0.204337,1.2e-05,0.172806,0.017923,0.337717,0
81,2023-02-06T14:48:38.000000000,2023-02-06T14:49:36.000000000,0.0,0.168228,0.0,0.237328,0.0,0.700016,0.929852,0.208392,0.954595,0.727886,0.0,0.405553,0.954595,0.727886,0.085612,0.209108,0.136373,0.178626,0.666667,0.399969,0.544423,0.264441,0.710283,0.21523,0.074327,0.112869,0.710283,0.21523,0.660771,0.887728,0.693865,0.431049,0.666667,0.703014,0.966075,0.431355,0.903443,0.764299,0.959612,0.596686,0.903443,0.764299,0.764474,0.52971,0.731578,0.538795,0.333333,0.577957,0.933012,0.73515,0.949132,0.26717,0.547523,0.391492,0.949132,0.26717,0.114668,0.453833,0.098786,0.789453,0.333333,0.328105,0.239775,0.301673,0.159132,0.356288,0.150607,0.727946,0.158426,0.350387,0.705643,0.131888,0.666695,0.423972,0.333333,0.402946,0.708625,0.361107,0.566495,0.377399,0.654914,0.125907,0.566493,0.376974,0.048248,0.187233,0.047321,0.208335,0.333333,0.4755,0.232085,0.239641,0.147994,0.384011,0.133923,0.248097,0.147078,0.360765,0.671961,0.212318,0.714546,0.218159,0.333333,0.487645,0.712341,0.349021,0.552576,0.372043,0.658531,0.25673,0.552573,0.371752,1e-06,0.216105,1e-06,0.215407,0.333333,0.413091,0.010474,0.090492,0.10562,0.196523,2.2e-05,0.110004,0.02906,0.349788,1
82,2023-02-06T14:49:08.000000000,2023-02-06T14:50:06.000000000,0.0,0.274465,0.0,0.227286,0.0,0.652127,0.929852,0.214748,0.954595,0.762571,0.0,0.496917,0.954595,0.762571,0.023549,0.030267,0.035961,0.104404,0.333333,0.420016,0.542356,0.366056,0.709389,0.286411,0.070378,0.051511,0.709389,0.286411,0.402907,0.765837,0.470471,0.216119,0.666667,0.544741,0.835715,0.326257,0.929145,0.636101,0.311987,0.229762,0.929145,0.636101,0.156168,0.081467,0.142921,0.116324,0.333333,0.654974,0.841101,0.680815,0.889643,0.296323,0.381107,0.339211,0.889643,0.296323,0.021349,0.339763,0.027087,0.754384,0.333333,0.402755,0.364225,0.323562,0.349039,0.366505,0.05214,0.717169,0.348492,0.357677,0.014574,0.166423,0.013617,0.357601,0.333333,0.44871,0.182463,0.208998,0.162167,0.286658,0.026116,0.060079,0.162161,0.286346,0.021839,0.127483,0.02667,0.010102,0.333333,0.554769,0.359071,0.272347,0.336926,0.400486,0.066234,0.21965,0.336213,0.380793,0.019536,0.268216,0.019746,0.26603,0.333333,0.259585,0.162445,0.153353,0.146467,0.200401,0.019223,0.182275,0.146461,0.200226,1.7e-05,0.278509,1.3e-05,0.277963,0.333333,0.557758,0.008382,0.05723,0.093355,0.174688,4.8e-05,0.145962,0.015745,0.272566,1
83,2023-02-06T14:49:38.000000000,2023-02-06T14:50:36.000000000,0.0,0.215466,0.0,0.272376,0.0,0.733825,0.929852,0.267168,0.954595,0.728524,0.0,0.387941,0.954595,0.728524,1.2e-05,0.296899,1.5e-05,0.268015,1.0,0.451318,0.59246,0.293846,0.776086,0.307085,3.5e-05,0.20451,0.776086,0.307085,0.000283,0.715035,0.000265,0.251587,1.0,0.279938,0.721779,0.204064,0.899452,0.506786,0.001085,0.065669,0.899452,0.506786,8.9e-05,0.085294,8.1e-05,0.047241,1.0,0.478062,0.790363,0.649545,0.891401,0.218734,0.000223,0.241704,0.891401,0.218734,1e-06,0.367632,1e-06,0.795984,1.0,0.450832,0.387673,0.361951,0.388189,0.384561,2e-06,0.731634,0.387675,0.37576,2e-06,0.082027,2e-06,0.257128,1.0,0.328682,0.178543,0.205238,0.180091,0.188987,4e-06,0.078427,0.180085,0.188608,2e-06,0.287318,2e-06,0.310991,1.0,0.650644,0.387419,0.351985,0.388167,0.484608,5e-06,0.148318,0.387509,0.467997,1e-06,0.149623,2e-06,0.161628,1.0,0.637101,0.188057,0.173111,0.195717,0.197144,2e-06,0.1641,0.195711,0.196679,0.0,0.364957,0.0,0.364757,1.0,0.828913,0.000191,0.16643,0.078909,0.161701,0.0,0.205682,0.000241,0.360796,1
84,2023-02-06T14:50:08.000000000,2023-02-06T14:51:06.000000000,0.0,0.184259,0.0,0.264481,0.0,0.685096,0.929852,0.257687,0.954595,0.681705,0.0,0.416956,0.954595,0.681705,0.0,0.119883,0.0,0.0,0.0,0.500101,0.591943,0.215054,0.775607,0.244775,0.0,0.044397,0.775607,0.244775,0.0,0.756674,0.0,0.276485,0.0,0.317066,0.719301,0.159157,0.897495,0.604295,2e-06,0.101549,0.897495,0.604295,0.0,0.202058,0.0,0.230591,0.0,0.34933,0.789606,0.575603,0.890813,0.147954,0.0,0.196509,0.890813,0.147954,0.0,0.446388,0.0,0.737713,0.0,0.507127,0.387486,0.452715,0.388002,0.440466,0.0,0.715936,0.387488,0.429719,0.0,0.163325,0.0,0.386397,0.0,0.372685,0.178609,0.225143,0.180161,0.237626,0.0,0.138908,0.180155,0.237051,0.0,0.078202,0.0,0.077091,0.0,0.793718,0.387163,0.395754,0.387913,0.504619,0.0,0.211982,0.387255,0.487043,0.0,0.222611,0.0,0.203955,0.0,1.0,0.188238,0.178608,0.195907,0.287167,0.0,0.169148,0.195902,0.286812,0.0,0.213396,0.0,0.213365,0.333333,1.0,8e-06,0.087987,0.07885,0.156452,0.0,0.124011,7e-06,0.362681,1
85,2023-02-06T14:50:38.000000000,2023-02-06T14:51:36.000000000,0.0,0.271541,0.0,0.243638,0.0,0.72582,0.929852,0.234388,0.954595,0.681671,0.0,0.51134,0.954595,0.681671,4e-06,0.243869,5e-06,0.341023,1.0,0.538168,0.593412,0.407516,0.776948,0.246797,0.000176,0.414439,0.776948,0.246797,0.0,0.755712,0.0,0.242441,0.0,0.607042,0.719154,0.196277,0.897363,0.61251,1e-06,0.143765,0.897363,0.61251,0.0,0.097401,0.0,0.106697,0.0,0.579083,0.789398,0.483181,0.890643,0.166185,2e-06,0.274732,0.890643,0.166185,0.0,0.550874,0.0,0.819297,1.0,0.531829,0.387359,0.460344,0.387873,0.481256,6e-06,0.743084,0.387359,0.472241,0.0,0.211444,0.0,0.32653,1.0,0.453381,0.178729,0.132018,0.18028,0.270064,1e-06,0.111828,0.180275,0.269699,0.0,0.327581,1e-06,0.27127,1.0,0.790717,0.387014,0.354258,0.387761,0.422704,8e-06,0.318489,0.387103,0.402583,0.0,0.322073,0.0,0.309253,1.0,0.94018,0.188354,0.065908,0.196027,0.205257,1e-06,0.046219,0.196021,0.205006,0.0,0.2092,0.0,0.20677,1.0,0.81993,5e-06,0.081224,0.078851,0.294822,0.0,0.076729,5e-06,0.315392,0
86,2023-02-06T14:51:08.000000000,2023-02-06T14:52:06.000000000,0.0,0.202059,0.0,0.315948,0.0,0.912817,0.929852,0.250201,0.954595,0.705229,0.0,0.470435,0.954595,0.705229,0.003017,0.745294,0.003816,0.764128,1.0,0.416761,0.628188,0.570947,0.743495,0.305173,0.256138,0.827577,0.743495,0.305173,3.8e-05,0.782764,3.8e-05,0.272034,1.0,0.749634,0.718283,0.25405,0.89625,0.405367,0.001327,0.252765,0.89625,0.405367,8.5e-05,0.27101,7.2e-05,0.308745,1.0,0.661195,0.787133,0.478058,0.888654,0.166813,0.001291,0.292662,0.888654,0.166813,0.000162,0.732485,0.000174,0.973518,1.0,0.406948,0.355371,0.444086,0.338154,0.504683,0.057266,0.835439,0.337598,0.501074,5.2e-05,0.23867,5.9e-05,0.435105,1.0,0.408769,0.165575,0.319291,0.156078,0.221199,0.012181,0.229839,0.156072,0.220824,0.000132,0.660142,0.0002,0.809287,1.0,0.563603,0.345182,0.332164,0.312428,0.3714,0.091575,0.506037,0.311689,0.351523,3.7e-05,0.242026,4.1e-05,0.241704,1.0,0.603163,0.17461,0.320561,0.169677,0.223853,0.011413,0.301903,0.169672,0.223304,0.0,0.251217,0.0,0.251381,1.0,0.484298,0.000207,0.130116,0.079089,0.240066,0.0,0.166465,0.000257,0.361512,0
87,2023-02-06T14:51:38.000000000,2023-02-06T14:52:36.000000000,5e-06,0.293546,7e-06,0.384704,1.0,0.935502,0.929397,0.277275,0.954253,0.711429,3.9e-05,0.526988,0.954253,0.711429,0.529815,0.653159,0.77859,0.694782,0.333333,0.26922,0.787709,0.429403,0.776785,0.273538,0.778954,0.797605,0.776785,0.273538,0.0355,0.905318,0.050397,0.451321,1.0,0.611898,0.76849,0.33464,0.892931,0.368908,0.199718,0.54373,0.892931,0.368908,0.06822,0.51199,0.088684,0.563318,0.666667,0.651977,0.817326,0.610008,0.897228,0.107513,0.141958,0.460278,0.897228,0.107513,0.67833,0.83341,0.522894,0.960271,0.333333,0.291982,0.629228,0.498162,0.542973,0.443937,0.47203,0.912279,0.54259,0.438895,0.035687,0.39589,0.039147,0.716187,0.333333,0.229455,0.120103,0.650489,0.083897,0.469698,0.026332,0.570736,0.083891,0.469169,0.438996,0.600952,0.422679,0.741915,0.333333,0.545546,0.475808,0.332972,0.315845,0.332591,0.528123,0.625578,0.31511,0.312601,0.026893,0.519699,0.030475,0.493432,0.333333,0.25828,0.11959,0.622148,0.085938,0.48011,0.021854,0.694755,0.085931,0.479863,1e-06,0.215476,0.0,0.214472,0.333333,0.331407,0.003228,0.112658,0.085034,0.176293,6e-06,0.123848,0.006711,0.319189,0
88,2023-02-06T14:52:08.000000000,2023-02-06T14:53:06.000000000,0.001928,0.351684,0.003372,0.387609,1.0,0.833159,0.934967,0.332484,0.944574,0.705669,0.111668,0.536601,0.944574,0.705669,0.445988,0.336891,0.496411,0.380215,0.333333,0.193697,0.759463,0.211998,0.808176,0.149831,0.533871,0.447131,0.808176,0.149831,0.318656,0.953599,0.370128,0.543096,0.666667,0.475601,0.788258,0.438678,0.832607,0.572027,0.509414,0.720236,0.832607,0.572027,0.361753,0.667559,0.39268,0.637654,0.666667,0.513755,0.710978,0.775243,0.786783,0.118436,0.321565,0.614321,0.786783,0.118436,0.682637,0.777294,0.622152,0.825787,0.333333,0.253385,0.587679,0.561403,0.407286,0.368301,0.836365,0.922484,0.406788,0.359871,0.683707,0.392666,0.632254,0.746441,0.333333,0.228443,0.642852,0.678083,0.437743,0.605056,0.788889,0.618721,0.43774,0.60469,0.672896,0.51482,0.762714,0.327094,0.333333,0.708353,0.426836,0.387049,0.201356,0.331102,0.589862,0.572585,0.200497,0.308946,0.448069,0.604876,0.444245,0.589558,0.333333,0.345547,0.638928,0.622512,0.417764,0.523542,0.721542,0.811276,0.41776,0.523484,1e-06,0.202691,1e-06,0.200453,0.333333,0.360241,0.00812,0.154724,0.099511,0.303219,1.4e-05,0.09086,0.022427,0.360408,0
89,2023-02-06T14:52:38.000000000,2023-02-06T14:53:36.000000000,0.334685,0.248145,0.560999,0.335312,0.666667,0.730833,0.950623,0.390843,0.954787,0.691638,0.123875,0.480677,0.954787,0.691638,0.038595,0.40075,0.049685,0.465213,0.333333,0.244402,0.480079,0.20138,0.586753,0.134414,0.270485,0.280555,0.586753,0.134414,0.706877,0.876905,0.655575,0.430632,0.666667,0.620699,0.850502,0.473828,0.87354,0.662716,0.595327,0.512665,0.87354,0.662716,0.414846,0.601249,0.39135,0.543295,0.333333,0.348803,0.816821,0.805685,0.833778,0.206182,0.676928,0.54293,0.833778,0.206182,0.013997,0.641904,0.016174,0.838343,0.333333,0.284617,0.410792,0.670296,0.215007,0.57126,0.570955,0.847956,0.214348,0.570446,0.574353,0.267524,0.523043,0.559262,0.333333,0.254199,0.716426,0.419582,0.554346,0.395068,0.740855,0.365892,0.554343,0.394725,0.000599,0.498352,0.000614,0.389023,1.0,0.784877,0.304734,0.604436,0.10797,0.552836,0.33818,0.498757,0.107011,0.53771,0.947977,0.431748,0.895615,0.433496,0.333333,0.329555,0.699001,0.360981,0.504354,0.362141,0.740966,0.429879,0.504351,0.361753,1e-06,0.200257,1e-06,0.200725,0.333333,0.291919,0.013945,0.065089,0.117039,0.147605,1.4e-05,0.141805,0.041456,0.30541,1
90,2023-02-06T14:53:08.000000000,2023-02-06T14:54:06.000000000,0.001636,0.21418,0.002552,0.3022,0.0,0.804771,0.94531,0.306336,0.964615,0.682042,0.011541,0.447002,0.964615,0.682042,0.320779,0.261752,0.414389,0.312371,0.333333,0.416659,0.478045,0.323211,0.588904,0.243527,0.257303,0.131771,0.588904,0.243527,0.276903,0.776382,0.304306,0.232202,0.666667,0.76741,0.922188,0.363384,1.0,0.659374,0.363457,0.243174,1.0,0.659374,0.454881,0.200716,0.325629,0.204458,0.333333,0.445558,0.897279,0.626273,0.925562,0.218314,0.484818,0.304334,0.925562,0.218314,0.639895,0.39578,0.468612,0.826037,0.333333,0.413734,0.81681,0.83746,0.706005,0.844155,0.786141,0.775363,0.705758,0.843909,0.261122,0.169109,0.299252,0.379162,0.333333,0.106408,0.344286,0.199338,0.223372,0.195631,0.243743,0.064535,0.223367,0.195077,0.350041,0.267868,0.390969,0.294263,0.333333,0.604265,0.767591,0.848176,0.602085,0.817173,0.94445,0.494417,0.601657,0.810037,0.109307,0.220047,0.146715,0.23162,0.333333,0.355735,0.313679,0.200305,0.194257,0.286991,0.185589,0.133716,0.194252,0.286505,3.3e-05,0.304048,2.3e-05,0.301513,0.333333,0.425492,0.013306,0.160158,0.108114,0.144172,7.7e-05,0.137127,0.031767,0.287873,1
91,2023-02-06T14:53:38.000000000,2023-02-06T14:54:36.000000000,3e-06,0.211352,5e-06,0.281162,1.0,0.810724,0.930056,0.151468,0.954744,0.722032,6e-06,0.412414,0.954744,0.722032,0.000116,0.205593,0.000136,0.104812,1.0,0.557319,0.592256,0.279436,0.77581,0.303328,0.000354,0.16189,0.77581,0.303328,0.012941,0.735841,0.0215,0.267041,1.0,0.609401,0.816057,0.189697,0.961696,0.773957,0.097918,0.084359,0.961696,0.773957,0.003944,0.115135,0.003732,0.091564,0.0,0.543811,0.767357,0.459169,0.870086,0.176405,0.022592,0.247509,0.870086,0.176405,1.1e-05,0.305593,1.3e-05,0.777305,1.0,0.541421,0.999164,0.901506,0.999169,0.994337,1.6e-05,0.74787,0.999169,0.991294,1.8e-05,0.138607,2.7e-05,0.318891,0.0,0.325306,0.177425,0.253468,0.178852,0.219737,0.00014,0.113513,0.178847,0.219269,0.000337,0.197422,0.000357,0.197076,1.0,0.364694,0.996637,0.890739,0.996784,0.926066,0.000762,0.284146,0.996781,0.925267,0.000224,0.232444,0.000276,0.229964,0.0,0.64161,0.184838,0.217811,0.191289,0.247622,0.001117,0.213459,0.191283,0.247222,5e-06,0.267631,5e-06,0.268889,0.0,0.637901,0.006178,0.133507,0.084609,0.219121,3.7e-05,0.166377,0.006251,0.372988,1
92,2023-02-06T14:54:08.000000000,2023-02-06T14:55:06.000000000,0.0,0.21479,0.0,0.226757,0.0,0.701841,0.929852,0.166963,0.954595,0.774545,0.0,0.46974,0.954595,0.774545,0.0,0.223326,0.0,0.208261,0.333333,0.370844,0.592065,0.188451,0.775722,0.245194,1e-06,0.181494,0.775722,0.245194,1.4e-05,0.744768,1.5e-05,0.247032,1.0,0.340965,0.718412,0.118272,0.896673,0.711983,9.2e-05,0.08641,0.896673,0.711983,2e-06,0.258596,2e-06,0.250079,1.0,0.591348,0.789514,0.494463,0.890737,0.225917,6e-06,0.222788,0.890737,0.225917,0.0,0.415729,0.0,0.780442,0.333333,0.399919,0.999076,0.895537,0.999083,1.0,0.0,0.754136,0.999082,1.0,0.0,0.1242,0.0,0.331837,1.0,0.491373,0.178631,0.232528,0.180182,0.1548,0.0,0.113429,0.180177,0.1543,0.0,0.171503,1e-06,0.253246,0.333333,0.499734,0.996709,0.860909,0.996948,0.8797,2e-06,0.172364,0.996945,0.879881,0.0,0.185831,0.0,0.180607,1.0,0.721417,0.18824,0.192762,0.195909,0.239701,0.0,0.071622,0.195903,0.239078,0.0,0.402745,0.0,0.404518,1.0,0.6838,6.1e-05,0.016524,0.078821,0.0,0.0,0.22477,6.9e-05,0.230605,1
93,2023-02-06T14:54:38.000000000,2023-02-06T14:55:36.000000000,0.0,0.240804,0.0,0.234728,0.0,0.715518,0.929852,0.370569,0.954595,0.718995,0.0,0.458212,0.954595,0.718995,0.0,0.212388,0.0,0.186224,0.0,0.19479,0.591779,0.297494,0.775452,0.228261,1e-06,0.166453,0.775452,0.228261,0.0,0.757515,0.0,0.197171,0.0,0.305293,0.719205,0.224319,0.897409,0.423242,0.0,0.136227,0.897409,0.423242,0.0,0.051037,0.0,0.076271,0.0,0.739838,0.78948,0.687923,0.89071,0.305056,0.0,0.190084,0.89071,0.305056,0.0,0.443558,0.0,0.777466,0.0,0.22587,0.999101,0.906826,0.999108,0.890014,0.0,0.770212,0.999108,0.890622,0.0,0.149698,0.0,0.364174,0.0,0.434239,0.178607,0.195582,0.180159,0.196055,0.0,0.053375,0.180154,0.195494,0.0,0.209748,0.0,0.225075,0.0,0.557652,0.996789,0.877635,0.997028,0.823211,2e-06,0.454063,0.997024,0.816303,0.0,0.202324,0.0,0.192429,0.0,0.504898,0.188232,0.180416,0.195901,0.280816,0.0,0.107887,0.195895,0.280313,0.0,0.862571,0.0,0.866018,0.0,0.556291,0.007858,0.53446,0.074912,0.476754,6.6e-05,0.564504,0.007809,0.552113,1
94,2023-02-06T14:55:08.000000000,2023-02-06T14:56:06.000000000,0.0,0.207782,0.0,0.259696,0.0,0.720109,0.929852,0.369358,0.954595,0.635905,0.0,0.400614,0.954595,0.635905,1.3e-05,0.750144,1.7e-05,0.631516,1.0,0.270108,0.590527,0.606685,0.774154,0.358438,0.00045,0.786155,0.774154,0.358438,0.0,0.753748,0.0,0.197211,0.0,0.528587,0.719054,0.358434,0.897272,0.386808,3e-06,0.101978,0.897272,0.386808,6e-06,0.189074,6e-06,0.183795,1.0,0.805016,0.789357,0.751716,0.890584,0.19304,0.000225,0.294196,0.890584,0.19304,3e-06,0.671471,4e-06,0.912059,1.0,0.301968,0.999028,0.786614,0.999031,0.71279,3.4e-05,0.813257,0.99903,0.708561,0.0,0.187939,0.0,0.357724,1.0,0.213921,0.178469,0.263703,0.180018,0.234355,2e-06,0.145866,0.180013,0.233982,4e-05,0.693463,4.6e-05,0.65327,1.0,0.440461,0.997901,0.737222,0.998025,0.664181,0.000948,0.56306,0.998023,0.648812,0.0,0.249928,0.0,0.244794,1.0,0.217199,0.188184,0.210396,0.19585,0.225793,1e-06,0.181535,0.195845,0.225326,0.001172,0.971751,0.000912,0.987513,1.0,0.474121,0.182084,0.925844,0.0,0.937506,0.035573,0.981404,0.223456,1.0,0
