segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,m4_speed_psd_peak_baseband,m4_speed_psd_peak_fm_demodulated,m4_speed_psd_mean_energy_baseband,m4_speed_psd_mean_energy_fm_demodulated,m4_speed_psd_peak_freq_baseband,m4_speed_psd_peak_freq_fm_demodulated,m4_speed_rms_baseband,m4_speed_rms_fm_demodulated,m4_speed_mean_baseband,m4_speed_mean_fm_demodulated,m4_speed_variance_baseband,m4_speed_variance_fm_demodulated,m4_speed_fft_peak_baseband,m4_speed_fft_peak_fm_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_fm_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_fm_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_fm_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_fm_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_fm_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_fm_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_fm_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_fm_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_fm_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_fm_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_fm_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_fm_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_fm_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_fm_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_fm_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_fm_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_fm_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_fm_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_fm_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_fm_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_fm_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_fm_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_fm_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_fm_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_fm_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_fm_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_fm_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
44,2023-02-06T14:30:08.000000000,2023-02-06T14:31:06.000000000,0.37215,0.303876,0.518516,0.317275,0.666667,0.863126,0.950369,0.372238,0.954595,0.70978,0.123887,0.491492,0.954595,0.70978,0.025809,0.218283,0.04181,0.296934,0.333333,0.384138,0.628677,0.29802,0.750092,0.221725,0.23332,0.265286,0.750092,0.221725,0.727707,0.910436,0.704022,0.484253,0.666667,0.350667,0.960099,0.507033,0.930822,0.814249,0.821525,0.808374,0.930822,0.814249,0.280702,0.325675,0.24749,0.364912,0.333333,0.698455,0.792016,0.699504,0.822499,0.252267,0.592024,0.383905,0.822499,0.252267,0.019274,0.424115,0.025246,0.779244,0.333333,0.357845,0.195446,0.310472,0.115444,0.355924,0.116431,0.736975,0.114701,0.347947,0.644915,0.357681,0.602438,0.598292,0.333333,0.401479,0.720487,0.558739,0.5591,0.380442,0.743072,0.350579,0.559097,0.379984,0.005043,0.2532,0.006142,0.250667,0.0,0.568065,0.164875,0.199409,0.083484,0.364708,0.084656,0.293352,0.082499,0.345172,0.950175,0.541091,0.884627,0.529764,0.333333,0.564983,0.699567,0.500462,0.513731,0.38672,0.717543,0.475412,0.513727,0.386252,1e-06,0.260995,1e-06,0.260894,0.333333,0.22652,0.009933,0.120722,0.10499,0.216254,1.5e-05,0.1576,0.028376,0.337762,1
45,2023-02-06T14:30:38.000000000,2023-02-06T14:31:36.000000000,0.029709,0.213777,0.040429,0.256848,0.333333,0.840351,1.0,0.240993,1.0,0.71209,0.054659,0.425569,1.0,0.71209,0.159108,0.274416,0.292595,0.225133,0.666667,0.395156,0.533583,0.287294,0.682628,0.289511,0.134596,0.136897,0.682628,0.289511,0.423072,0.746994,0.583074,0.331475,0.333333,0.395898,0.92442,0.324931,0.942904,0.761016,0.618242,0.405994,0.942904,0.761016,0.250074,0.128706,0.272021,0.130925,0.666667,0.617875,0.900805,0.637188,0.961351,0.306341,0.185307,0.23198,0.961351,0.306341,0.132379,0.394257,0.11531,0.781899,0.333333,0.433662,0.317152,0.363586,0.267968,0.424815,0.135334,0.73389,0.267353,0.416682,0.634317,0.231321,0.610713,0.454037,0.333333,0.557039,0.467787,0.278859,0.325125,0.250948,0.403107,0.118423,0.325121,0.250483,0.058348,0.232077,0.061779,0.197823,0.333333,0.673685,0.306574,0.302845,0.249232,0.452265,0.134173,0.19437,0.248425,0.43376,0.528588,0.24165,0.553592,0.255451,0.333333,0.731083,0.464271,0.235625,0.318765,0.266329,0.355479,0.129348,0.31876,0.265921,2.3e-05,0.289169,1.6e-05,0.288374,0.333333,0.35693,0.009581,0.138191,0.099239,0.183616,4.4e-05,0.156102,0.022133,0.351163,1
46,2023-02-06T14:31:08.000000000,2023-02-06T14:32:06.000000000,1.2e-05,0.257553,1.4e-05,0.264067,1.0,0.760935,0.929471,0.243971,0.954311,0.744104,1.6e-05,0.481759,0.954311,0.744104,0.0002,0.193325,0.000253,0.225931,1.0,0.313875,0.589893,0.272356,0.773508,0.299383,0.000632,0.074053,0.773508,0.299383,0.01758,0.753676,0.019595,0.239367,0.0,0.517808,0.843757,0.230837,0.974919,0.610309,0.150593,0.065551,0.974919,0.610309,0.000212,0.104316,0.000183,0.124077,1.0,0.311785,0.787861,0.598502,0.889319,0.189475,0.000653,0.206211,0.889319,0.189475,1.2e-05,0.401674,1.3e-05,0.78785,1.0,0.407179,0.387696,0.390227,0.388208,0.411878,1.6e-05,0.717967,0.387694,0.406147,6.5e-05,0.146989,7.4e-05,0.328088,1.0,0.548166,0.178702,0.229481,0.180181,0.224674,9e-05,0.006208,0.180176,0.224291,3.4e-05,0.199958,3.9e-05,0.150092,1.0,0.592693,0.386743,0.386155,0.387465,0.449241,8.8e-05,0.198882,0.386807,0.430091,7e-05,0.240758,8.6e-05,0.236151,1.0,0.82114,0.188858,0.225928,0.196461,0.239962,9.7e-05,0.116789,0.196455,0.239554,2e-06,0.206874,1e-06,0.20587,0.0,0.652143,0.003634,0.088673,0.081702,0.187925,1.3e-05,0.107497,0.003099,0.326716,1
47,2023-02-06T14:31:38.000000000,2023-02-06T14:32:36.000000000,0.0,0.22061,0.0,0.258677,0.0,0.626575,0.929852,0.377212,0.954595,0.744333,0.0,0.433631,0.954595,0.744333,0.0,0.30246,0.0,0.194698,0.0,0.22443,0.591899,0.228132,0.775565,0.252699,1e-06,0.072178,0.775565,0.252699,7e-06,0.754529,8e-06,0.262012,1.0,0.550513,0.719758,0.278075,0.897898,0.51792,3.2e-05,0.158977,0.897898,0.51792,0.0,0.181712,0.0,0.172034,0.0,0.27562,0.7894,0.66364,0.890645,0.120257,1e-06,0.256282,0.890645,0.120257,0.0,0.463519,0.0,0.780496,0.333333,0.290454,0.387524,0.431376,0.38804,0.444607,0.0,0.719335,0.387526,0.438512,0.0,0.12506,0.0,0.351211,1.0,0.296115,0.178611,0.332175,0.180163,0.278896,0.0,0.172166,0.180158,0.278411,0.0,0.251403,0.0,0.195647,0.333333,0.585646,0.387183,0.266346,0.387933,0.448765,0.0,0.198082,0.387274,0.431501,0.0,0.167664,0.0,0.165113,1.0,0.751913,0.188273,0.303669,0.195943,0.312213,0.0,0.185662,0.195938,0.311804,0.0,0.286077,0.0,0.285767,1.0,0.796107,3.1e-05,0.118174,0.078846,0.227111,0.0,0.169134,3.4e-05,0.309901,1
48,2023-02-06T14:32:08.000000000,2023-02-06T14:33:06.000000000,0.0,0.229069,0.0,0.241439,0.0,0.774957,0.929852,0.317419,0.954595,0.687047,0.0,0.418211,0.954595,0.687047,0.0,0.318871,0.0,0.224282,0.333333,0.419169,0.592112,0.329343,0.775764,0.264021,7e-06,0.201576,0.775764,0.264021,0.0,0.713636,0.0,0.244202,0.0,0.512461,0.719205,0.285679,0.897409,0.491998,0.0,0.032961,0.897409,0.491998,0.0,0.148495,0.0,0.156305,0.0,0.672371,0.78932,0.681346,0.890579,0.208359,4e-06,0.166607,0.890579,0.208359,0.0,0.443357,0.0,0.792467,0.333333,0.417704,0.387541,0.430227,0.388057,0.456584,0.0,0.746594,0.387543,0.448147,0.0,0.14427,0.0,0.375517,0.0,0.259732,0.178625,0.112974,0.180177,0.257977,0.0,0.042079,0.180172,0.257534,0.0,0.234192,0.0,0.19471,0.333333,0.602109,0.387227,0.300608,0.387976,0.467362,1e-06,0.202696,0.387318,0.450428,0.0,0.175894,0.0,0.175369,0.0,0.548012,0.188278,0.079568,0.195949,0.268948,0.0,0.043328,0.195943,0.268642,0.0,0.281283,0.0,0.280575,0.333333,0.69598,1e-06,0.143043,0.078851,0.188362,0.0,0.155844,1e-06,0.358457,1
49,2023-02-06T14:32:38.000000000,2023-02-06T14:33:36.000000000,0.0,0.243352,0.0,0.296956,0.0,0.834928,0.929852,0.113276,0.954595,0.670592,0.0,0.532405,0.954595,0.670592,0.000131,0.4538,0.000161,0.75313,1.0,0.512932,0.603444,0.471571,0.783874,0.308782,0.010085,0.426981,0.783874,0.308782,4e-06,0.808558,4e-06,0.259619,1.0,0.532498,0.717928,0.216143,0.896199,0.461558,0.000252,0.279464,0.896199,0.461558,9.6e-05,0.28601,7.8e-05,0.303121,1.0,0.851104,0.785613,0.536261,0.887329,0.254192,0.002068,0.340304,0.887329,0.254192,1.1e-05,0.627388,1.2e-05,0.892064,1.0,0.535333,0.388051,0.346768,0.388536,0.377063,0.00011,0.745097,0.388023,0.37029,2e-06,0.169165,3e-06,0.399197,1.0,0.413297,0.178673,0.253953,0.180198,0.206229,3.3e-05,0.215555,0.180193,0.205749,2.4e-05,0.309625,2.7e-05,0.246828,1.0,0.478551,0.38544,0.420034,0.385575,0.378392,0.001974,0.342856,0.384914,0.358334,5e-06,0.206215,6e-06,0.209121,1.0,0.328951,0.188942,0.237621,0.196568,0.223269,7.7e-05,0.367683,0.196562,0.222739,0.0,0.159647,0.0,0.158284,1.0,0.456267,2.7e-05,0.038033,0.078842,0.170669,0.0,0.070489,3.1e-05,0.278578,0
50,2023-02-06T14:33:08.000000000,2023-02-06T14:34:06.000000000,1e-06,0.248601,1e-06,0.319209,1.0,0.918387,0.930239,0.103806,0.954879,0.720918,1.6e-05,0.435624,0.954879,0.720918,0.339721,0.640129,0.486926,0.918119,0.333333,0.287821,0.600069,0.468286,0.687051,0.281364,0.355094,0.652111,0.687051,0.281364,0.002693,0.87724,0.002517,0.504454,1.0,0.582912,0.804269,0.269784,0.893275,0.454803,0.334872,0.679801,0.893275,0.454803,0.080978,0.475966,0.086577,0.464218,0.666667,0.640366,0.837956,0.427069,0.923972,0.162202,0.055095,0.557595,0.923972,0.162202,0.137613,0.687412,0.176335,0.891156,0.333333,0.384257,0.456276,0.308842,0.413929,0.306146,0.173231,0.804097,0.413436,0.301051,0.023084,0.277339,0.021418,0.523663,0.333333,0.344793,0.146916,0.627017,0.125618,0.417276,0.02131,0.648053,0.125612,0.416738,0.080017,0.491822,0.080245,0.434698,0.333333,0.387113,0.400893,0.260293,0.327639,0.246204,0.223849,0.385121,0.326916,0.223705,0.02554,0.366182,0.024161,0.364034,0.333333,0.518748,0.151015,0.577095,0.129343,0.426455,0.021494,0.725999,0.129337,0.425941,0.0,0.356614,0.0,0.356726,0.333333,0.391501,0.001612,0.147828,0.081399,0.259267,2e-06,0.214228,0.002765,0.32627,0
51,2023-02-06T14:33:38.000000000,2023-02-06T14:34:36.000000000,0.000476,0.348099,0.000509,0.374864,1.0,0.924794,0.877904,0.342312,0.909189,0.737102,0.054659,0.486632,0.909189,0.737102,0.544119,0.477429,0.802087,0.599198,0.333333,0.083002,0.760691,0.31734,0.798665,0.171146,0.576893,0.703573,0.798665,0.171146,0.322848,0.96367,0.571825,0.700299,0.333333,0.571412,0.863325,0.472765,0.887539,0.549914,0.591584,1.0,0.887539,0.549914,0.25725,0.464484,0.240913,0.477359,0.333333,0.363386,0.726821,0.56145,0.787935,0.0974,0.41843,0.551625,0.787935,0.0974,0.678033,0.498945,0.54203,0.784858,0.333333,0.051825,0.39306,0.390163,0.270408,0.331812,0.379881,0.838914,0.269795,0.324083,0.260812,0.430823,0.292787,0.660828,0.333333,0.216256,0.567273,0.720195,0.360103,0.535304,0.681654,0.674871,0.360099,0.534925,0.480275,0.396985,0.451113,0.441463,0.333333,0.666259,0.298214,0.164255,0.145034,0.306121,0.283166,0.383272,0.144114,0.282924,0.082777,0.719293,0.113339,0.692639,0.333333,0.469847,0.544851,0.662708,0.325025,0.501114,0.582064,0.74337,0.325021,0.500815,1e-06,0.28633,1e-06,0.286294,0.333333,0.43865,0.005792,0.151203,0.092262,0.231905,1.2e-05,0.171621,0.014558,0.375414,0
52,2023-02-06T14:34:08.000000000,2023-02-06T14:35:06.000000000,0.37215,0.297551,0.518516,0.426144,0.666667,0.81504,0.950369,0.452535,0.954595,0.694422,0.123887,0.538689,0.954595,0.694422,0.056436,0.197313,0.075182,0.222046,0.333333,0.379765,0.682886,0.243882,0.738021,0.1718,0.488456,0.455852,0.738021,0.1718,0.735216,0.959326,0.66869,0.639728,0.666667,0.541861,0.862755,0.562909,0.859927,0.736305,0.697854,0.584842,0.859927,0.736305,0.280866,0.331638,0.244073,0.356992,0.333333,0.553577,0.792941,0.789758,0.823492,0.158156,0.590488,0.392531,0.823492,0.158156,0.03134,0.433207,0.037579,0.816782,0.0,0.276023,0.284947,0.48826,0.156743,0.421272,0.264303,0.792031,0.156035,0.414272,0.645294,0.415855,0.602508,0.643571,0.333333,0.183705,0.720287,0.47513,0.55219,0.397625,0.768538,0.389478,0.552187,0.397337,0.000486,0.175873,0.000782,0.233572,1.0,0.812177,0.166201,0.469257,0.057175,0.425764,0.101641,0.41186,0.056161,0.404818,0.950515,0.731099,0.88113,0.701739,0.333333,0.174781,0.699121,0.447539,0.505987,0.357163,0.737012,0.441256,0.505983,0.356884,1e-06,0.185293,1e-06,0.183735,0.333333,0.363442,0.011315,0.061907,0.109295,0.163186,1.4e-05,0.076223,0.033049,0.309987,1
53,2023-02-06T14:34:38.000000000,2023-02-06T14:35:36.000000000,0.029709,0.191941,0.040429,0.300899,0.333333,0.79392,1.0,0.297144,1.0,0.691766,0.054659,0.427116,1.0,0.691766,0.316128,0.337034,0.402248,0.214322,0.333333,0.562623,0.498124,0.287258,0.620022,0.255575,0.224734,0.157828,0.620022,0.255575,0.491761,0.804071,0.63986,0.289469,0.666667,0.547057,0.927034,0.389256,0.945417,0.807221,0.618776,0.252007,0.945417,0.807221,0.25007,0.180963,0.271901,0.184135,0.666667,0.547987,0.900924,0.808105,0.961454,0.255664,0.185263,0.278209,0.961454,0.255664,0.329283,0.500881,0.280572,0.829557,0.333333,0.391747,0.549259,0.604034,0.453956,0.570694,0.44646,0.741351,0.453497,0.563969,0.650983,0.208485,0.610127,0.464617,0.333333,0.101016,0.466122,0.249939,0.312979,0.232191,0.42437,0.10154,0.312975,0.23182,0.172029,0.312155,0.189351,0.244149,0.333333,0.760948,0.519473,0.545242,0.397605,0.579264,0.466673,0.29149,0.396958,0.562954,0.526559,0.23907,0.536823,0.236082,0.333333,0.475997,0.46183,0.2391,0.305813,0.241509,0.370687,0.196144,0.305808,0.241129,1.9e-05,0.274191,1.4e-05,0.273394,0.333333,0.385004,0.011737,0.115923,0.105274,0.193615,5.6e-05,0.14481,0.028684,0.341139,1
54,2023-02-06T14:35:08.000000000,2023-02-06T14:36:06.000000000,1.2e-05,0.272381,1.4e-05,0.278155,1.0,0.728733,0.929471,0.171232,0.954311,0.719985,1.6e-05,0.487419,0.954311,0.719985,7.4e-05,0.188697,9.8e-05,0.156278,1.0,0.577923,0.594057,0.274053,0.777503,0.283154,0.000383,0.104666,0.777503,0.283154,0.026838,0.710827,0.036026,0.198364,0.333333,0.527875,0.848264,0.19457,0.974919,0.645755,0.168601,0.054656,0.974919,0.645755,0.000212,0.097987,0.000183,0.112702,1.0,0.336475,0.787861,0.621905,0.889319,0.26035,0.000653,0.202105,0.889319,0.26035,4e-06,0.352743,4e-06,0.770108,1.0,0.274454,0.696003,0.703713,0.696261,0.75533,5e-06,0.733606,0.696006,0.748036,0.000216,0.16356,0.000264,0.389375,0.0,0.064825,0.174207,0.167294,0.174774,0.23666,0.001144,0.113281,0.174769,0.236283,0.000236,0.203005,0.000277,0.213968,1.0,0.483943,0.696684,0.544521,0.697014,0.786582,0.000932,0.130124,0.696688,0.778986,0.000146,0.170506,0.000147,0.179941,0.0,0.544175,0.18509,0.135207,0.192036,0.245571,0.000618,0.134299,0.19203,0.245207,9e-06,0.210043,8e-06,0.209293,0.333333,0.488133,0.00638,0.07559,0.085653,0.176632,3.8e-05,0.112314,0.007383,0.310608,1
55,2023-02-06T14:35:38.000000000,2023-02-06T14:36:36.000000000,0.0,0.198468,0.0,0.317126,0.0,0.693278,0.929852,0.175348,0.954595,0.710629,0.0,0.382597,0.954595,0.710629,0.0,0.165062,0.0,0.195775,0.666667,0.256973,0.592125,0.257713,0.775779,0.24398,1e-06,0.030554,0.775779,0.24398,2e-05,0.796244,2.2e-05,0.198043,1.0,0.345409,0.718081,0.19198,0.896375,0.559459,9.7e-05,0.021798,0.896375,0.559459,0.0,0.166237,0.0,0.170522,0.0,0.323463,0.7894,0.515434,0.890645,0.241711,1e-06,0.251463,0.890645,0.241711,0.0,0.408531,0.0,0.783719,0.333333,0.257803,0.695843,0.696929,0.696103,0.799662,0.0,0.713637,0.695847,0.797647,0.0,0.161575,0.0,0.357824,0.0,0.091568,0.177286,0.146707,0.178826,0.193528,0.0,0.071613,0.17882,0.193092,0.0,0.191794,1e-06,0.130418,0.666667,0.412171,0.694581,0.653536,0.695073,0.782475,2e-06,0.243268,0.694745,0.779422,0.0,0.306088,0.0,0.290971,1.0,0.22206,0.18824,0.119344,0.195909,0.213189,0.0,0.167156,0.195903,0.212774,0.0,0.344482,0.0,0.344427,1.0,0.472289,5.5e-05,0.157175,0.078819,0.21873,0.0,0.205888,6.2e-05,0.343783,1
56,2023-02-06T14:36:08.000000000,2023-02-06T14:37:06.000000000,0.0,0.177037,0.0,0.168592,0.0,0.732325,0.929852,0.258543,0.954595,0.680299,0.0,0.386274,0.954595,0.680299,0.0,0.339377,0.0,0.068534,0.0,0.355118,0.591943,0.360535,0.775607,0.270109,0.0,0.053028,0.775607,0.270109,0.0,0.703723,0.0,0.169403,0.0,0.221055,0.719205,0.273574,0.897409,0.600872,0.0,0.152724,0.897409,0.600872,0.0,0.136405,0.0,0.144961,0.0,0.382272,0.789526,0.602927,0.890748,0.218646,0.0,0.195323,0.890748,0.218646,0.0,0.499655,0.0,0.765042,0.0,0.50858,0.695766,0.604573,0.696026,0.628069,0.0,0.732441,0.695771,0.626665,0.0,0.039288,0.0,0.257185,0.0,0.136175,0.17731,0.230236,0.17885,0.265641,0.0,0.102367,0.178845,0.265217,0.0,0.344888,0.0,0.273568,0.0,0.777043,0.694388,0.697753,0.69488,0.591206,0.0,0.218963,0.694552,0.578252,0.0,0.0,0.0,0.0,0.0,0.352649,0.188225,0.198234,0.195894,0.279794,0.0,0.18739,0.195888,0.279491,0.0,0.25885,0.0,0.258491,0.0,0.498846,0.0,0.158418,0.078852,0.228288,0.0,0.152934,0.0,0.390208,1
57,2023-02-06T14:36:38.000000000,2023-02-06T14:37:36.000000000,0.0,0.280143,0.0,0.264902,0.0,0.717255,0.929852,0.346361,0.954595,0.696704,0.0,0.54947,0.954595,0.696704,0.0,0.217555,0.0,0.222379,0.666667,0.46737,0.591669,0.502104,0.775346,0.392511,6e-06,0.320153,0.775346,0.392511,0.0,0.737632,0.0,0.25282,0.0,0.410242,0.719205,0.24755,0.897409,0.572701,0.0,0.045322,0.897409,0.572701,0.0,0.037707,0.0,0.051882,0.0,0.34499,0.789526,0.679403,0.890748,0.146291,0.0,0.168653,0.890748,0.146291,0.0,0.415664,0.0,0.81142,0.333333,0.464667,0.695889,0.513759,0.696148,0.49467,0.0,0.747036,0.695893,0.490031,0.0,0.171675,0.0,0.396305,0.0,0.332904,0.17736,0.26232,0.1789,0.314564,0.0,0.106577,0.178895,0.314208,0.0,0.200607,0.0,0.208502,0.666667,0.748568,0.69478,0.529466,0.695269,0.460975,1.7e-05,0.241985,0.694942,0.442818,0.0,0.268964,0.0,0.260298,0.0,0.658208,0.188278,0.211705,0.195949,0.301197,0.0,0.125617,0.195943,0.300993,0.0,0.12213,0.0,0.119799,0.333333,0.697548,2e-06,0.02036,0.078852,0.109592,0.0,0.026772,2e-06,0.280243,1
58,2023-02-06T14:37:08.000000000,2023-02-06T14:38:06.000000000,0.0,0.209744,0.0,0.293622,0.0,0.802692,0.929852,0.398652,0.954595,0.730883,0.0,0.385648,0.954595,0.730883,7.5e-05,0.358453,8.6e-05,0.566525,1.0,0.400332,0.732691,0.595794,0.871556,0.481304,0.159764,0.523365,0.871556,0.481304,0.0,0.799618,0.0,0.160739,0.0,0.524487,0.719154,0.162859,0.897363,0.397752,1e-06,0.198464,0.897363,0.397752,0.0,0.226156,0.0,0.250599,0.0,0.534101,0.789398,0.582381,0.890643,0.089128,2e-06,0.304335,0.890643,0.089128,1e-05,0.555432,1e-05,0.863937,1.0,0.271936,0.681257,0.496303,0.678069,0.44478,0.021883,0.790567,0.677798,0.436038,4e-06,0.15451,4e-06,0.320931,1.0,0.448717,0.17791,0.25312,0.179411,0.177943,5.6e-05,0.000115,0.179405,0.177462,0.000242,0.292696,0.000257,0.254132,1.0,0.539818,0.656182,0.278633,0.625435,0.426914,0.166543,0.463529,0.625032,0.406457,3e-06,0.300229,4e-06,0.280519,1.0,0.59468,0.188859,0.218299,0.196505,0.174614,5.2e-05,0.238743,0.196499,0.174328,0.0,0.36089,0.0,0.36124,1.0,0.670687,0.000213,0.164397,0.078997,0.213642,0.0,0.227161,0.000158,0.334623,0
59,2023-02-06T14:37:38.000000000,2023-02-06T14:38:36.000000000,0.0,0.166929,0.0,0.216954,0.0,0.820657,0.929947,0.368186,0.954664,0.731916,0.0,0.433649,0.954664,0.731916,0.300893,0.49561,0.384873,0.608992,0.333333,0.232457,0.791737,0.566799,0.904013,0.373714,0.271549,0.670295,0.904013,0.373714,3.8e-05,0.76342,3.9e-05,0.342646,1.0,0.637709,0.718714,0.23807,0.896688,0.328087,0.001123,0.574848,0.896688,0.328087,8.7e-05,0.326672,7.2e-05,0.414727,1.0,0.605015,0.78663,0.439587,0.888212,0.109618,0.001575,0.314251,0.888212,0.109618,0.366768,0.687174,0.314165,0.836605,0.333333,0.249824,0.472235,0.450894,0.338281,0.389602,0.506531,0.840304,0.337725,0.379479,0.027377,0.156308,0.026522,0.366358,0.333333,0.358018,0.132588,0.42048,0.101395,0.276423,0.02622,0.300312,0.10139,0.275879,0.172828,0.41398,0.193067,0.414289,0.333333,0.370489,0.434823,0.243522,0.279254,0.389173,0.463375,0.560587,0.278479,0.366358,0.025481,0.247733,0.024669,0.231057,0.333333,0.29283,0.14076,0.407286,0.110888,0.292576,0.02471,0.436542,0.110882,0.292139,0.0,0.245488,0.0,0.245255,0.333333,0.426301,0.000399,0.145953,0.079274,0.270242,0.0,0.147984,0.000458,0.367204,0
60,2023-02-06T14:38:08.000000000,2023-02-06T14:39:06.000000000,1.2e-05,0.282593,1.3e-05,0.38503,1.0,0.787262,0.930749,0.266459,0.955246,0.708144,9.1e-05,0.594224,0.955246,0.708144,0.241304,0.441295,0.364542,0.47641,0.333333,0.215417,0.801665,0.409756,0.828078,0.209168,0.636625,0.653598,0.828078,0.209168,0.033782,0.878062,0.048659,0.580736,1.0,0.6856,0.784884,0.416846,0.902169,0.52728,0.224649,0.666704,0.902169,0.52728,0.075311,0.38001,0.101914,0.459685,0.666667,0.497336,0.799946,0.560126,0.880033,0.164731,0.166587,0.48623,0.880033,0.164731,0.393651,0.624477,0.305105,0.856653,0.333333,0.308833,0.388754,0.347025,0.257714,0.336208,0.39535,0.851254,0.257091,0.328497,0.011589,0.498953,0.015825,0.710516,0.333333,0.225784,0.069659,0.522773,0.030688,0.445644,0.013774,0.569263,0.030681,0.445117,0.16354,0.370147,0.154092,0.363038,0.333333,0.359094,0.297375,0.321712,0.139509,0.329011,0.287582,0.482154,0.138583,0.306949,0.005301,0.709375,0.007498,0.70927,0.333333,0.424479,0.064086,0.509222,0.022665,0.481791,0.010609,0.477518,0.022658,0.48119,0.0,0.149995,0.0,0.147375,0.333333,0.26053,0.002724,0.032742,0.083922,0.138636,5e-06,0.03111,0.005504,0.2947,0
